,code,desc,iure11,facto11,iure01,facto01,iure91,facto91,perifereia,nomos,dimos,dimenot,koinot,kath,article_kath,article_dim,lat,long,elev
14,0101010601,Κάλχας,634,604,644,643,642,635,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,Κάλχας,ο,ο,41.14031,25.46459,
15,0101010602,Ιάμπολιδα,173,165,145,145,158,158,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,Ιάμπολις,η,η,,,
16,0101010603,Μεγάλη Άδα,9,9,9,9,25,25,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,Μεγάλη Άδα,η,η,41.23363,25.53556,
17,0101010604,Μύτικας,5,5,6,6,36,35,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,Μύτικας,ο,ο,,,
18,0101010605,Σαρακηνή,40,39,78,78,187,187,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,Σαρακηνή,η,η,41.28815,25.55199,
19,0101010606,Τυχηρό,299,300,302,302,335,335,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,Τυχηρόν,το,το,41.16817,25.4639,
20,0101010701,Καρυδιά,357,365,245,245,215,220,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Καρυδιάς,Καρυδιά,η,η,41.14508,25.43726,
21,0101010801,Κηκίδι,610,605,425,424,389,388,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κηκιδίου,Κηκίδιον,το,το,41.10739,25.43199,
22,0101010901,Κόσμι,922,917,912,914,906,889,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κοσμίου,Κόσμιον,το,το,41.08879,25.41131,
23,0101011001,Πάνδροσος,115,114,126,125,123,138,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Πανδρόσου,Πάνδροσος,η,η,41.17685,25.44219,
24,0101011002,Νυμφαία,35,35,70,70,100,100,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Πανδρόσου,Νυμφαία,η,η,41.22221,25.45173,
25,0101011003,Σύμβολα,244,234,243,248,220,219,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Πανδρόσου,Σύμβολα,τα,τα,41.17518,25.41043,
26,0101011101,Σιδηράδες,199,199,167,167,144,144,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Σιδηράδων,Σιδηράδες,οι,οι,,,
27,0101011201,Στυλάρι,300,301,304,300,290,290,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Στυλάριου,Στυλάριον,το,το,41.14427,25.50342,
28,0101020101,Αίγειρος,924,926,1123,1111,1045,1079,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Αιγείρου,Αίγειρος,η,η,41.08752,25.28555,
29,0101020102,Αγροτικό Ορφανοτροφείο,45,45,61,61,49,49,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Αιγείρου,Αγροτικόν Ορφανοτροφείον,το,το,,,
30,0101020103,Μεσσούνη,238,241,356,369,392,399,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Αιγείρου,Μεσσούνη,η,η,41.09155,25.2983,
31,0101020201,Αρωγή,9,13,177,223,21,36,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Αρωγής,Αρωγή,η,η,40.95533,25.17052,
32,0101020301,Γλυφάδα,136,135,166,170,209,215,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Γλυφάδας,Γλυφάδα,η,η,40.97731,25.22916,
33,0101020401,Καλλίστη,122,122,167,179,145,143,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Καλλίστης,Καλλίστη,η,η,,,
34,0101020501,Μελέτη,497,499,646,626,611,605,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Μελέτης,Μελέτη,η,η,41.11355,25.29965,
35,0101020601,Μέση,183,181,313,317,332,348,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Μέσης,Μέση,η,η,40.98199,25.21085,
36,0101020701,Νέα Καλλίστη,391,391,459,461,588,592,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Νέας Καλλίστης,Νέα Καλλίστη,η,η,41.03624,25.2133,
37,0101020801,Παραλία Μέσης,6,6,16,31,10,48,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Παραλίας Μέσης,Παραλία Μέσης,η,η,,,
38,0101020901,Πόρπη,452,450,447,448,415,441,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Πόρπης,Πόρπη,η,η,41.01863,25.23882,
39,0101021001,Φανάρι,490,482,397,422,517,527,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Φαναρίου,Φανάριον,το,το,40.96112,25.13304,
40,0101030101,Νέο Σιδηροχώρι,567,555,856,891,849,864,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Νέου Σιδηροχωρίου,Νέον Σιδηροχώριον,το,το,41.02218,25.35544,
41,0101030102,Αδριανή,144,141,243,247,297,299,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Νέου Σιδηροχωρίου,Αδριανή,η,η,41.01083,25.36909,
42,0101030103,Καλαμόκαστρο,342,341,360,365,368,371,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Νέου Σιδηροχωρίου,Καλαμόκαστρον,το,το,41.04922,25.35781,
43,0101030104,Μαυρομμάτι,137,135,130,133,136,136,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Νέου Σιδηροχωρίου,Μαυρομμάτιον,το,το,41.00412,25.38368,
44,0101030105,Μικρό Δουκάτο,137,137,193,182,187,187,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Νέου Σιδηροχωρίου,Μικρόν Δουκάτον,το,το,41.0375,25.40815,
45,0101030201,Άγιοι Θεόδωροι,491,493,554,556,568,564,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Αγίων Θεοδώρων,Άγιοι Θεόδωροι,οι,οι,41.04295,25.40417,
46,0101030301,Μέγα Δουκάτο,418,418,415,415,471,472,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Μεγάλου Δουκάτου,Μέγα Δουκάτον,το,το,41.04949,25.41355,
47,0101030401,Παγούρια,542,530,703,708,429,434,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Παγουρίων,Παγούρια,τα,τα,41.02801,25.31809,
48,0102010101,Φιλλύρα,909,893,1041,1032,1010,988,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Φιλλύρας,Φιλλύρα,η,η,,,
49,0102010201,Άγρα,197,197,298,300,265,267,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Άγρας,Άγρα,η,η,,,
50,0102010301,Άνω Δροσινή,106,104,119,119,156,160,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Άνω Δροσίνης,Άνω Δροσινή,η,η,41.1936,25.59001,
51,0102010401,Άρατος,1158,1148,1131,1124,1053,1030,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Αράτου,Άρατος,ο,ο,41.08139,25.55186,
52,0102010501,Αρδεία,27,27,55,55,68,68,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Αρδείας,Αρδεία,η,η,,,
53,0102010601,Αρχοντικά,365,365,336,333,379,380,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Αρχοντικών,Αρχοντικά,τα,τα,41.07439,25.54163,
54,0102010701,Βραγιά,521,496,468,473,479,483,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Βραγιάς,Βραγιά,η,η,41.08941,25.55924,
55,0102010801,Δοκός,970,947,1015,1029,1010,1007,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Δοκού,Δοκός,η,η,41.13766,25.59728,
56,0102010901,Δροσιά,223,197,258,257,228,225,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Δροσιάς,Δροσιά,η,η,41.16414,25.63831,
57,0102011001,Δρύμη,302,296,320,318,328,328,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Δρύμης,Δρύμη,η,η,41.21809,25.57463,
58,0102011101,Εσοχή,323,318,362,357,370,366,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Εσοχής,Εσοχή,η,η,41.23506,25.77269,
59,0102011201,Κάτω Δροσινή,66,65,111,111,91,90,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Κάτω Δροσινής,Κάτω Δροσινή,η,η,41.22644,25.59795,
60,0102011301,Λαμπρό,492,487,514,518,467,468,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Λαμπρού,Λαμπρόν,το,το,41.13099,25.54295,
61,0102011401,Νέο Καλλυντήρι,241,235,228,224,210,210,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Νέου Καλλυντήριου,Νέον Καλλυντήριον,το,το,,,
62,0102011501,Νεύρα,158,158,168,165,107,104,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Νεύρων,Νεύρα,τα,τα,41.12601,25.6483,
63,0102011601,Ομηρικό,313,303,323,326,301,301,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Ομηρικού,Ομηρικόν,το,το,41.14486,25.5542,
64,0102011701,Πάσσος,747,718,689,686,726,733,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Πάσσου,Πάσσος,ο,ο,41.09569,25.5839,
65,0102011801,Πατερμά,109,109,114,111,103,103,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Πατερμών,Πατερμά,τα,τα,41.20137,25.51734,
66,0102011901,Ραγάδα,270,262,366,366,373,375,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Ραγάδας,Ραγάδα,η,η,41.21777,25.72873,
67,0102012001,Σκιάδα,86,88,112,110,110,110,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Σκιάδας,Σκιάδα,η,η,41.15927,25.61516,
68,0102020101,Αρριανά,1147,1146,1144,1139,1070,1067,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Αρριανών,Αρριανά,τα,τα,41.08131,25.69494,
69,0102020201,Αγιοχώρι,226,225,238,236,226,225,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Αγιοχωρίου,Αγιοχώριον,το,το,41.08694,25.77706,
70,0102020301,Δαρμένη,314,314,329,329,269,271,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Δαρμένης,Δαρμένη,η,η,41.14335,25.68145,
71,0102020401,Δειλινά,307,314,341,341,328,329,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Δειλινών,Δειλινά,τα,τα,41.11131,25.65331,
72,0102020501,Ήπι,265,265,301,297,251,252,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Ηπίου,Ήπιον,το,το,41.08188,25.76341,
73,0102020601,Κίνυρα,171,171,219,219,209,212,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Κινύρων,Κίνυρα,τα,τα,,,
74,0102020701,Λύκειο,1016,990,1035,1040,910,917,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Λυκείου,Λύκειον,το,το,41.06413,25.6857,
75,0102020801,Μικρό Πιστό,433,415,367,366,377,373,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Μικρού Πιστού,Μικρόν Πιστόν,το,το,,,
76,0102020901,Μύστακας,419,417,438,441,444,444,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Μύστακα,Μύστακας,ο,ο,41.08118,25.64946,
77,0102021001,Νέδα,246,246,260,261,266,267,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Νέδας,Νέδα,η,η,41.07685,25.7958,
78,0102021101,Νικητές,94,93,101,101,104,105,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Νικητών,Νικηταί,οι,οι,41.10776,25.72369,
79,0102021201,Πλαγιά,294,316,293,293,271,270,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Πλαγιάς,Πλαγιά,η,η,41.13231,25.72,
80,0102021301,Σκάλωμα,318,307,377,374,361,360,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Σκαλώματος,Σκάλωμα,το,το,41.12369,25.6769,
81,0102021401,Στροφή,339,338,346,344,364,364,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Στροφής,Στροφή,η,η,41.09335,25.7896,
82,0102030101,Κέχρος,199,191,175,167,201,183,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Κέχρος,ο,ο,,,
83,0102030102,Άνω Καμπή,23,16,42,41,20,21,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Άνω Καμπή,η,η,41.26029,25.91053,
84,0102030103,Βούρλα,30,30,44,44,51,51,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Βούρλα,τα,τα,41.24148,25.81033,
85,0102030104,Κάμπος,76,76,164,164,177,177,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Κάμπος,ο,ο,,,
86,0102030105,Κερασιά,125,123,135,135,123,123,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Κερασιά,η,η,41.17973,25.28505,
87,0102030106,Μικρός Κέχρος,103,94,166,167,217,218,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Μικρός Κέχρος,ο,ο,41.20182,25.85233,
88,0102030107,Μοαστήρι,74,69,79,79,106,108,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Μοναστήριον,το,το,,,
