,code,desc,iure11,facto11,iure01,facto01,iure91,facto91,perifereia,nomos,dimos,dimenot,koinot,kath,article_kath,article_dim,lat,long,elev
8481,4102020101,Σκοτεινή,347,348,342,364,370,371,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΑΛΕΑΣ,Σκοτεινής,Σκοτεινή,η,η,37.78833,22.4368,
8482,4102020201,Πλατάνι,103,102,118,135,181,187,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΑΛΕΑΣ,Αγίου Νικολάου,Πλατάνιον,το,το,37.81161,22.5209,
8483,4102020202,Άγιος Νικόλαος,7,7,11,10,18,18,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΑΛΕΑΣ,Αγίου Νικολάου,Άγιος Νικόλαος,ο,ο,,,
8484,4102020203,Εξοχή,30,30,52,53,46,47,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΑΛΕΑΣ,Αγίου Νικολάου,Εξοχή,η,η,,,
8485,4102020301,Αλέα,103,103,122,146,107,115,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΑΛΕΑΣ,Αλέας,Αλέα,η,η,,,
8486,4102020401,Φρουσιούνα,70,69,34,85,43,65,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΑΛΕΑΣ,Φρουσιούνας,Φρουσιούνα,η,η,37.71173,22.42584,
8487,4102030101,Αχλαδόκαμπος,497,499,593,654,791,844,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΑΧΛΑΔΟΚΑΜΠΟΥ,Αχλαδοκάμπου,Αχλαδόκαμπος,ο,ο,37.52259,22.58111,
8488,4102040101,Κουτσοπόδι,1857,1891,1893,1908,2055,2066,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΚΟΥΤΣΟΠΟΔΙΟΥ,Κουτσοποδίου,Κουτσοπόδιον,το,το,37.68426,22.71355,
8489,4102040102,Αγία Αικατερίνη,49,50,46,47,0,0,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΚΟΥΤΣΟΠΟΔΙΟΥ,Κουτσοποδίου,Αγία Αικατερίνη,η,η,,,
8490,4102040103,Αεροδρόμι,111,111,58,60,0,0,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΚΟΥΤΣΟΠΟΔΙΟΥ,Κουτσοποδίου,Αεροδρόμιο,το,το,37.6594,22.70732,
8491,4102040104,Πανόραμα,137,139,209,201,287,283,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΚΟΥΤΣΟΠΟΔΙΟΥ,Κουτσοποδίου,Πανόραμα,το,το,,,
8492,4102040105,Σύνορο,23,24,59,61,0,0,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΚΟΥΤΣΟΠΟΔΙΟΥ,Κουτσοποδίου,Σύνορο,το,το,37.68267,22.67788,
8493,4102040201,Σταθαίικα,240,250,238,260,219,218,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΚΟΥΤΣΟΠΟΔΙΟΥ,Βρουστίου,Σταθαίικα,τα,τα,37.66555,22.6757,
8494,4102040202,Βρούστι,19,19,35,40,41,41,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΚΟΥΤΣΟΠΟΔΙΟΥ,Βρουστίου,Βρούστιον,το,το,37.65642,22.60637,
8495,4102040203,Χαντάκια,33,35,55,55,16,17,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΚΟΥΤΣΟΠΟΔΙΟΥ,Βρουστίου,Χαντάκια,τα,τα,37.66768,22.66264,
8496,4102040301,Μαλαντρένι,498,502,525,540,528,562,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΚΟΥΤΣΟΠΟΔΙΟΥ,Μαλαντρενίου,Μαλαντρένιον,το,το,37.72684,22.64001,
8497,4102040401,Σχινοχώρι,305,303,381,381,414,441,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΚΟΥΤΣΟΠΟΔΙΟΥ,Σχινοχωρίου,Σχινοχώριον,το,το,37.67852,22.62308,
8498,4102040402,Χέλμης,0,0,20,22,0,0,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΚΟΥΤΣΟΠΟΔΙΟΥ,Σχινοχωρίου,Χέλμης,ο,ο,,,
8499,4102050101,Μύλοι,610,593,679,746,563,552,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΕΡΝΑΣ,Μύλων,Μύλοι,οι,οι,37.55276,22.71658,
8500,4102050102,Καλαμάκι,100,98,133,131,140,141,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΕΡΝΑΣ,Μύλων,Καλαμάκιον,το,το,37.53459,22.69511,
8501,4102050103,Κουγαίικα,31,28,40,44,40,40,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΕΡΝΑΣ,Μύλων,Κουγαίικα,τα,τα,37.53338,22.71164,
8502,4102050201,Ανδρίτσα,33,38,40,73,38,74,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΕΡΝΑΣ,Ανδρίτσης,Ανδρίτσα,η,η,37.47041,22.60952,
8503,4102050301,Κιβέρι,911,925,979,995,1006,1034,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΕΡΝΑΣ,Κιβερίου,Κιβέριον,το,το,37.52372,22.72981,
8504,4102050302,Βελανιδιά,79,78,96,111,93,102,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΕΡΝΑΣ,Κιβερίου,Βελανιδιά,η,η,37.48702,22.65731,
8505,4102050303,Σπηλιωτάκης,39,39,35,38,37,38,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΕΡΝΑΣ,Κιβερίου,Σπηλιωτάκης,ο,ο,37.51982,22.69604,
8506,4102050401,Σκαφιδάκι,438,436,638,659,665,671,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΕΡΝΑΣ,Σκαφιδακίου,Σκαφιδάκιον,το,το,37.56567,22.68634,
8507,4102050402,Αλμυρός,11,11,63,115,19,20,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΕΡΝΑΣ,Σκαφιδακίου,Αλμυρός,ο,ο,37.5673,22.71977,
8508,4102050403,Διχάλια,67,67,126,130,70,70,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΕΡΝΑΣ,Σκαφιδακίου,Διχάλια,τα,τα,37.57659,22.69599,
8509,4102060101,Λύρκεια,319,319,524,511,582,613,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Λυρκείας,Λύρκεια,η,η,37.70482,22.55158,
8510,4102060201,Γυμνό,306,304,475,470,490,499,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Γυμνού,Γυμνόν,το,το,37.77641,22.57489,
8511,4102060202,Τσιρίστρα,13,13,32,33,21,43,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Γυμνού,Τσιρίστρα,η,η,37.73685,22.53995,
8512,4102060301,Καπαρέλλι,299,299,304,304,289,284,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Καπαρελλίου,Καπαρέλλιον,το,το,37.67764,22.50996,
8513,4102060401,Καρυά,165,163,221,234,322,303,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Καρυάς,Καρυά,η,η,,,
8514,4102060402,Άγιος Γεώργιος,14,17,119,118,52,47,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Καρυάς,Άγιος Γεώργιος,ο,ο,37.64431,22.57462,
8515,4102060403,Αγριλίτσα,149,158,56,56,164,166,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Καρυάς,Αγριλίτσα,η,η,37.62535,22.59609,
8516,4102060404,Αρία,13,14,18,18,58,57,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Καρυάς,Αρία,η,η,37.62019,22.55223,
8517,4102060405,Γαλαναίικα,25,25,38,38,56,56,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Καρυάς,Γαλαναίικα,τα,τα,,,
8518,4102060406,Γαλάτι,43,41,58,57,90,90,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Καρυάς,Γαλάτιον,το,το,37.63096,22.59214,
8519,4102060407,Μποζιονελαίικα,39,39,56,61,70,70,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Καρυάς,Μποζιονελαίικα,τα,τα,37.62467,22.62845,
8520,4102060408,Σπαναίικα,85,87,69,72,93,93,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Καρυάς,Σπαναίικα,τα,τα,37.61729,22.60986,
8521,4102060409,Στραβή Ράχη,19,19,30,30,30,30,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Καρυάς,Στραβή Ράχη,η,η,37.62139,22.58866,
8522,4102060410,Χούνη,124,124,127,127,164,166,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Καρυάς,Χούνη,η,η,37.63235,22.65432,
8523,4102060501,Κεφαλόβρυσο,53,52,142,142,183,189,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Κεφαλοβρύσου,Κεφαλόβρυσον,το,το,37.69941,22.47286,
8524,4102060502,Δούκα Βρύση,76,76,170,170,147,143,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Κεφαλοβρύσου,Δούκα Βρύση,η,η,37.72535,22.50378,
8525,4102060601,Νεοχώρι,63,63,101,95,109,113,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Νεοχωρίου,Νεοχώριον,το,το,37.6651,22.48331,
8526,4102060701,Στέρνα,125,124,185,182,151,165,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Στέρνας,Στέρνα,η,η,37.71959,22.59665,
8527,4102060801,Φρέγκαινα,58,58,73,76,101,104,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Φρεγκαίνης,Φρέγκαινα,η,η,37.6093,22.59888,
8528,4102060802,Άγιος Στέφανος,12,12,20,20,33,33,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Φρεγκαίνης,Άγιος Στέφανος,ο,ο,37.60638,22.61819,
8529,4102060803,Μερκούρι,58,58,85,87,86,91,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΛΥΡΚΕΙΑΣ,Φρεγκαίνης,Μερκούριον,το,το,37.60893,22.56394,
8530,4102070101,Μυκήνες,354,360,439,422,431,436,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΜΥΚΗΝΑΙΩΝ,Μυκηνών,Μυκήναι,αι,οι,37.71947,22.74569,
8531,4102070201,Λίμνες,734,741,898,920,1058,1088,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΜΥΚΗΝΑΙΩΝ,Λιμνών,Λίμναι,αι,οι,37.71408,22.88023,
8532,4102070301,Μοαστηράκι,276,278,356,368,268,283,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΜΥΚΗΝΑΙΩΝ,Μοναστηρακίου,Μοναστηράκιον,το,το,,,
8533,4102070401,Μπόρσας,186,186,208,214,180,188,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΜΥΚΗΝΑΙΩΝ,Μπόρσα,Μπόρσας,ο,ο,37.72976,22.68497,
8534,4102070501,Νέο Ηραίο,488,493,584,585,511,547,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΜΥΚΗΝΑΙΩΝ,Νέου Ηραίου,Νέον Ηραίον,το,το,37.6711,22.77365,
8535,4102070601,Πρόσυμνα,589,571,771,919,921,944,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΜΥΚΗΝΑΙΩΝ,Προσύμνης,Πρόσυμνα,η,η,37.71279,22.84049,
8536,4102070701,Φίχτι,761,755,913,921,904,926,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΜΥΚΗΝΑΙΩΝ,Φιχτίου,Φίχτιον,το,το,37.72117,22.72436,
8537,4102080101,Νέα Κίος,2778,2820,3548,3646,2457,2456,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΝΕΑΣ ΚΙΟΥ,Νέας Κίου,Νέα Κίος,η,η,37.59023,22.74342,
8538,4103010101,Λυγούρι,2482,2504,2628,2678,2292,2324,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Ασκληπιείου,Λυγούριον,το,το,,,
8539,4103010102,Άγιος Ανδρέας,62,61,51,51,102,106,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Ασκληπιείου,Άγιος Ανδρέας,ο,ο,37.63306,23.08931,
8540,4103010103,Αναστασοπουλαίικα,2,2,0,0,0,0,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Ασκληπιείου,Αναστασοπουλαίικα,τα,τα,37.65484,23.08215,
8541,4103010104,Ασκληπιείο Επιδαύρου,19,17,18,13,18,18,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Ασκληπιείου,Ασκληπιείο Επιδαύρου,το,το,37.60014,23.02932,
8542,4103010105,Γιαννουλαίικα,131,144,167,182,175,184,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Ασκληπιείου,Γιαννουλαίικα,τα,τα,37.5998,22.9761,
8543,4103010106,Κοκκινάδες,51,54,67,69,83,84,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Ασκληπιείου,Κοκκινάδες,οι,οι,37.59443,22.9855,
8544,4103010107,Σπηλεία,36,36,40,40,41,41,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Ασκληπιείου,Σπηλεία,τα,τα,,,
8545,4103010108,Σταματαίικα,5,5,8,7,20,21,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Ασκληπιείου,Σταματαίικα,τα,τα,37.61954,22.9848,
8546,4103010109,Χάνι Μερκούρη,13,13,19,27,46,52,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Ασκληπιείου,Χάνι Μερκούρη,το,το,37.59982,23.00735,
8547,4103010110,Χουταλαίικα,48,47,57,64,83,88,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Ασκληπιείου,Χουταλαίικα,τα,τα,37.6093,22.99533,
8548,4103010201,Μετόχι,761,771,824,864,864,910,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Αγίου Δημητρίου,Μετόχιον,το,το,,,
8549,4103010202,Γκάτζια,47,47,55,61,68,79,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Αγίου Δημητρίου,Γκάτζια,η,η,37.63755,22.92696,
8550,4103010301,Αδάμι,302,314,333,358,337,352,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Αδαμίου,Αδάμιον,το,το,37.57275,23.0735,
8551,4103010302,Άγιος Νικόλαος,0,0,8,8,12,12,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Αδαμίου,Άγιος Νικόλαος,ο,ο,,,
8552,4103010303,Δημοσιά,28,30,44,44,44,49,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Αδαμίου,Δημοσιά,η,η,37.59333,23.10772,
8553,4103010401,Αρκαδικό,241,241,337,338,308,330,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΑΣΚΛΗΠΙΕΙΟΥ,Αρκαδικού,Αρκαδικόν,το,το,37.59699,22.95683,
8554,4103020101,Αρχαία Επίδαυρος,1618,1668,1614,1733,1329,1460,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Αρχαίας Επιδαύρου,Αρχαία Επίδαυρος,η,η,,,
8555,4103020102,Αγία Παρασκευή,23,20,0,0,0,0,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Αρχαίας Επιδαύρου,Αγία Παρασκευή,η,η,37.5491,22.8574,
8556,4103020103,Γαλάνη,23,21,0,0,0,0,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Αρχαίας Επιδαύρου,Γαλάνη,η (Συνεταιρισμός Αστυνομικών),η (Συνεταιρισμός Αστυνομικών),,,
8557,4103020104,Παναγία,74,79,24,53,29,52,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Αρχαίας Επιδαύρου,Παναγία,η,η,,,
8558,4103020105,Επάνω Επίδαυρος,116,115,120,137,123,135,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Αρχαίας Επιδαύρου,Επάνω Επίδαυρος,η,η,37.63367,23.12764,
8559,4103020106,Μονή Καλαμίου,33,33,0,0,0,0,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Αρχαίας Επιδαύρου,Μονή Καλαμίου,η,η,,,
8560,4103020107,Πανόραμα,45,45,11,12,0,0,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Αρχαίας Επιδαύρου,Πανόραμα,το (Πλατυχέρωμα),το (Πλατυχέρωμα),,,
8561,4103020201,Δήμαινα,435,441,519,544,522,532,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Δημαίνης,Δήμαινα,η,η,,,
8562,4103020202,Νέα Δήμαινα,85,86,101,105,99,102,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Δημαίνης,Νέα Δήμαινα,η,η,37.68474,23.07492,
8563,4103020301,Νέα Επίδαυρος,896,964,952,1127,1152,1207,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Νέας Επιδαύρου,Νέα Επίδαυρος,η,η,37.67653,23.12689,
8564,4103020302,Γαλαναίικα,17,22,42,58,42,44,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Νέας Επιδαύρου,Γαλαναίικα,τα,τα,,,
8565,4103020303,Μονή Ταξιαρχών,54,62,39,46,41,56,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Νέας Επιδαύρου,Μονή Ταξιαρχών,η,η,,,
8566,4103020304,Παλαιοχώρι,20,23,0,0,0,0,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,Νέας Επιδαύρου,Παλαιοχώρι,το (Άγιος Νικόλαος),το (Άγιος Νικόλαος),,,
