asciiName,adminId2,adminId3,adminId1,lat,adminCode2,adminCode3,adminCode1,lng,toponymName,population,adminName3,adminName2,name,adminName1,elevation,greek_name,nomos
Toumpa,734329.0,8133856.0,6697801.0,41.02385,5.0,9051.0,ESYE12,23.70619,Toúmpa,576,Emmanouil Pappas,ΣΕΡΡΩΝ,Toumpa,Central Macedonia,,Τούμπα,ΣΕΡΡΩΝ
Tholos,734329.0,8133865.0,6697801.0,40.99992,5.0,9053.0,ESYE12,23.78207,Tholós,776,Nea Zichni,ΣΕΡΡΩΝ,Tholos,Central Macedonia,,Θολός,ΣΕΡΡΩΝ
Thymaria,735562.0,8133764.0,6697811.0,40.35569,11.0,9068.0,ESYE13,21.94944,Thymariá,0,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Thymariá,West Macedonia,,Θυμαριά,ΚΟΖΑΝΗΣ
Therma,734329.0,8133863.0,6697801.0,40.89588,5.0,9050.0,ESYE12,23.55656,Thermá,426,Visaltia,ΣΕΡΡΩΝ,Therma,Central Macedonia,,Θερμά,ΣΕΡΡΩΝ
Tagarochori,736120.0,8133932.0,6697801.0,40.565,12.0,9024.0,ESYE12,22.2205,Tagarochóri,194,Veroia,ΗΜΑΘΙΑΣ,Tagarochóri,Central Macedonia,,Ταγαροχώρι,ΗΜΑΘΙΑΣ
Tagarades,734075.0,8133763.0,6697801.0,40.48893,13.0,9030.0,ESYE12,23.02229,Tagarádes,0,Thermi,ΘΕΣΣΑΛΟΝΙΚΗΣ,Tagarádes,Central Macedonia,,Ταγαράδες,ΘΕΣΣΑΛΟΝΙΚΗΣ
Stratoniki,735804.0,8133868.0,6697801.0,40.52772,15.0,9056.0,ESYE12,23.76306,Stratoníki,561,Aristotelis,ΧΑΛΚΙΔΙΚΗΣ,Stratoniki,Central Macedonia,,Στρατονίκη,ΧΑΛΚΙΔΙΚΗΣ
Stivos,734075.0,8133915.0,6697801.0,40.64963,13.0,9027.0,ESYE12,23.30344,Stívos,576,Volvi,ΘΕΣΣΑΛΟΝΙΚΗΣ,Stívos,Central Macedonia,,Στίβος,ΘΕΣΣΑΛΟΝΙΚΗΣ
Stefanina,734075.0,8133915.0,6697801.0,40.76104,13.0,9027.0,ESYE12,23.58847,Stefaniná,0,Volvi,ΘΕΣΣΑΛΟΝΙΚΗΣ,Stefaniná,Central Macedonia,,Στεφανινά,ΘΕΣΣΑΛΟΝΙΚΗΣ
Stefania,734075.0,8133981.0,6697801.0,40.91596,13.0,9034.0,ESYE12,23.04303,Stefánia,0,Lagkadas,ΘΕΣΣΑΛΟΝΙΚΗΣ,Stefánia,Central Macedonia,,--ΑΓΝΩΣΤΟΣ--,ΘΕΣΣΑΛΟΝΙΚΗΣ
Stavrodromi,734725.0,8133848.0,6697801.0,40.71161,7.0,9044.0,ESYE12,22.21694,Stavrodrómi,581,ΠΕΛΛΑΣ,ΠΕΛΛΑΣ,Stavrodrómi,Central Macedonia,,Σταυροδρόμι,ΠΕΛΛΑΣ
Spilia,735562.0,8133857.0,6697811.0,40.49679,11.0,9067.0,ESYE13,21.81084,Spiliá,0,Eordaia,ΚΟΖΑΝΗΣ,Spiliá,West Macedonia,,Σπηλιά,ΚΟΖΑΝΗΣ
Sparto,735562.0,8133764.0,6697811.0,40.20294,11.0,9068.0,ESYE13,21.87485,Spárto,0,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Spárto,West Macedonia,,Σπάρτο,ΚΟΖΑΝΗΣ
Sparmos,258575.0,8133784.0,6697809.0,39.98722,21.0,9098.0,ESYE14,22.26114,Sparmós,166,Elassona,ΛΑΡΙΣΑΣ,Sparmós,Thessaly,,Σπαρμός,ΛΑΡΙΣΑΣ
Sozopoli,735804.0,8133870.0,6697801.0,40.27726,15.0,9058.0,ESYE12,23.14735,Sozópoli,537,Nea Propontida,ΧΑΛΚΙΔΙΚΗΣ,Sozopoli,Central Macedonia,,Σωζόπολη,ΧΑΛΚΙΔΙΚΗΣ
Sotira,734725.0,8133912.0,6697801.0,40.85605,7.0,9043.0,ESYE12,22.04547,Sotíra,250,Edessa,ΠΕΛΛΑΣ,Sotíra,Central Macedonia,,Σωτήρα,ΠΕΛΛΑΣ
Agia Kyriaki,735562.0,8133872.0,6697811.0,40.28129,11.0,9069.0,ESYE13,22.11505,Agía Kyriakí,46,Servia-Velventos,ΚΟΖΑΝΗΣ,Agía Kyriakí,West Macedonia,,Αγία Κυριακή,ΚΟΖΑΝΗΣ
Skotina,734649.0,8133846.0,6697801.0,40.01495,16.0,9046.0,ESYE12,22.55244,Skotína,953,Dio-Olympos,ΠΙΕΡΙΑΣ,Skotína,Central Macedonia,,Σκοτίνα,ΠΙΕΡΙΑΣ
Skoteina,734649.0,8133847.0,6697801.0,40.20446,16.0,9047.0,ESYE12,22.2373,Skoteiná,0,Katerini,ΠΙΕΡΙΑΣ,Skoteiná,Central Macedonia,,Σκοτεινά,ΠΙΕΡΙΑΣ
Skopia,734329.0,8133865.0,6697801.0,41.09141,5.0,9053.0,ESYE12,23.89602,Skopiá,108,Nea Zichni,ΣΕΡΡΩΝ,Skopia,Central Macedonia,,Σκοπιά,ΣΕΡΡΩΝ
Scholarion,734075.0,8133915.0,6697801.0,40.67224,13.0,9027.0,ESYE12,23.25419,Scholárion,0,Volvi,ΘΕΣΣΑΛΟΝΙΚΗΣ,Scholárion,Central Macedonia,,Σχολάρι,ΘΕΣΣΑΛΟΝΙΚΗΣ
Schistolithos,734329.0,8133867.0,6697801.0,41.27186,5.0,9055.0,ESYE12,23.40702,Schistólithos,26,Sintiki,ΣΕΡΡΩΝ,Schistolithos,Central Macedonia,,Σχιστόλιθος,ΣΕΡΡΩΝ
Skepasto,734075.0,8133915.0,6697801.0,40.80784,13.0,9027.0,ESYE12,23.51914,Skepastó,0,Volvi,ΘΕΣΣΑΛΟΝΙΚΗΣ,Skepastó,Central Macedonia,,Σκεπαστό,ΘΕΣΣΑΛΟΝΙΚΗΣ
Skala Korinou,734649.0,8133847.0,6697801.0,40.3015,16.0,9047.0,ESYE12,22.61491,Skála Korinoú,0,Katerini,ΠΙΕΡΙΑΣ,Skála Korinoú,Central Macedonia,,Παραλία Κορινού,ΠΙΕΡΙΑΣ
Skafi,735562.0,8133764.0,6697811.0,40.33626,11.0,9068.0,ESYE13,22.01685,Skáfi,0,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Skáfi,West Macedonia,,Σκάφη,ΚΟΖΑΝΗΣ
Loutra Loutrakiou,734725.0,8133796.0,6697801.0,40.97063,7.0,9042.0,ESYE12,21.91549,Loutrá Loutrakíou,0,Almopia,ΠΕΛΛΑΣ,Loutrá Loutrakíou,Central Macedonia,,Λουτρά Λουτρακίου,ΠΕΛΛΑΣ
Symvoli,734329.0,8133862.0,6697801.0,41.02874,5.0,9049.0,ESYE12,24.03987,Symvolí,252,Amfipoli,ΣΕΡΡΩΝ,Symvoli,Central Macedonia,,Συμβολή,ΣΕΡΡΩΝ
Simonas,734329.0,8133864.0,6697801.0,41.20336,5.0,9052.0,ESYE12,23.25016,Simónas,60,Irakleia,ΣΕΡΡΩΝ,Simonas,Central Macedonia,,Σιμώνας,ΣΕΡΡΩΝ
Sykia,736120.0,8133932.0,6697801.0,40.45447,12.0,9024.0,ESYE12,22.37474,Sykiá,377,Veroia,ΗΜΑΘΙΑΣ,Sykiá,Central Macedonia,,Συκιά,ΗΜΑΘΙΑΣ
Sidirochori,734329.0,8133867.0,6697801.0,41.24354,5.0,9055.0,ESYE12,23.02086,Sidirochóri,95,Sintiki,ΣΕΡΡΩΝ,Sidirochori,Central Macedonia,,Σιδηροχώρι,ΣΕΡΡΩΝ
Sfelinos,734329.0,8133865.0,6697801.0,41.05808,5.0,9053.0,ESYE12,23.87421,Sfelinós,304,Nea Zichni,ΣΕΡΡΩΝ,Sfelinos,Central Macedonia,,Σφελινός,ΣΕΡΡΩΝ
Sevasti,734649.0,8133847.0,6697801.0,40.35927,16.0,9047.0,ESYE12,22.54513,Sevastí,842,Katerini,ΠΙΕΡΙΑΣ,Sevastí,Central Macedonia,,Σεβαστή,ΠΙΕΡΙΑΣ
Sarantaporo,258575.0,8133784.0,6697809.0,40.06783,21.0,9098.0,ESYE14,22.05264,Sarantáporo,938,Elassona,ΛΑΡΙΣΑΣ,Sarantáporo,Thessaly,,Σαραντάπορο,ΛΑΡΙΣΑΣ
Sarakina,734075.0,8133981.0,6697801.0,40.58841,13.0,9034.0,ESYE12,23.21626,Sarakína,0,Lagkadas,ΘΕΣΣΑΛΟΝΙΚΗΣ,Sarakína,Central Macedonia,,Σαρακήνα,ΘΕΣΣΑΛΟΝΙΚΗΣ
Sandali,734725.0,8133913.0,6697801.0,40.79198,7.0,9045.0,ESYE12,22.21562,Sandáli,152,Skydra,ΠΕΛΛΑΣ,Sandáli,Central Macedonia,,Σανδάλι,ΠΕΛΛΑΣ
Rodokipos,735804.0,8133870.0,6697801.0,40.35562,15.0,9058.0,ESYE12,23.13196,Rodókipos,61,Nea Propontida,ΧΑΛΚΙΔΙΚΗΣ,Rodokipos,Central Macedonia,,Ροδόκηπος,ΧΑΛΚΙΔΙΚΗΣ
Rodochori,736120.0,8133882.0,6697801.0,40.6907,12.0,9025.0,ESYE12,22.01751,Rodochóri,623,Naousa,ΗΜΑΘΙΑΣ,Rodochóri,Central Macedonia,,Ροδοχώρι,ΗΜΑΘΙΑΣ
Roditis,735562.0,8133872.0,6697811.0,40.26823,11.0,9069.0,ESYE13,21.93845,Rodítis,0,Servia-Velventos,ΚΟΖΑΝΗΣ,Rodítis,West Macedonia,,Ροδίτης,ΚΟΖΑΝΗΣ
Rodiani,735562.0,8133764.0,6697811.0,40.20215,11.0,9068.0,ESYE13,21.75085,Rodianí,0,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Rodianí,West Macedonia,,Ροδιανή,ΚΟΖΑΝΗΣ
Nea Rodia,735804.0,8133870.0,6697801.0,40.35869,15.0,9058.0,ESYE12,23.28235,Néa Rodiá,0,Nea Propontida,ΧΑΛΚΙΔΙΚΗΣ,Néa Rodiá,Central Macedonia,,Νέα Ροδιά,ΧΑΛΚΙΔΙΚΗΣ
Rizomata,736120.0,8133932.0,6697801.0,40.35061,12.0,9024.0,ESYE12,22.21079,Rizómata,1157,Veroia,ΗΜΑΘΙΑΣ,Rizómata,Central Macedonia,,Ριζώματα,ΗΜΑΘΙΑΣ
Rizochori,734725.0,8133796.0,6697801.0,41.0073,7.0,9042.0,ESYE12,22.13107,Rizochóri,443,Almopia,ΠΕΛΛΑΣ,Rizochori,Central Macedonia,,Ριζοχώρι,ΠΕΛΛΑΣ
Riza,735804.0,8133962.0,6697801.0,40.50545,15.0,9059.0,ESYE12,23.44294,Rizá,487,Polygyros,ΧΑΛΚΙΔΙΚΗΣ,Riza,Central Macedonia,,Ριζά,ΧΑΛΚΙΔΙΚΗΣ
Rymnio,735562.0,8133764.0,6697811.0,40.13222,11.0,9068.0,ESYE13,21.87059,Rýmnio,0,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Rýmnio,West Macedonia,,Ρύμνι,ΚΟΖΑΝΗΣ
Ryaki,735562.0,8133764.0,6697811.0,40.40633,11.0,9068.0,ESYE13,21.94128,Ryáki,0,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Ryáki,West Macedonia,,Ρυάκι,ΚΟΖΑΝΗΣ
Ryakia,734649.0,8133861.0,6697801.0,40.40086,16.0,9048.0,ESYE12,22.39309,Ryákia,583,Pydna-Kolindros,ΠΙΕΡΙΑΣ,Ryákia,Central Macedonia,,Ρυάκια,ΠΙΕΡΙΑΣ
Rentina,734075.0,8133915.0,6697801.0,40.66133,13.0,9027.0,ESYE12,23.61042,Rentína,0,Volvi,ΘΕΣΣΑΛΟΝΙΚΗΣ,Rentína,Central Macedonia,,Ρεντίνα,ΘΕΣΣΑΛΟΝΙΚΗΣ
Rachi,736120.0,8133932.0,6697801.0,40.48453,12.0,9024.0,ESYE12,22.21451,Ráchi,501,Veroia,ΗΜΑΘΙΑΣ,Ráchi,Central Macedonia,,Ράχη,ΗΜΑΘΙΑΣ
Rachi,734649.0,8133847.0,6697801.0,40.24364,16.0,9047.0,ESYE12,22.35974,Ráchi,483,Katerini,ΠΙΕΡΙΑΣ,Ráchi,Central Macedonia,,Ράχη,ΠΙΕΡΙΑΣ
Pteleonas,735562.0,8133857.0,6697811.0,40.47546,11.0,9067.0,ESYE13,21.81934,Pteleónas,0,Eordaia,ΚΟΖΑΝΗΣ,Pteleónas,West Macedonia,,Πτελεών,ΚΟΖΑΝΗΣ
Ptelea,735562.0,8133764.0,6697811.0,40.33029,11.0,9068.0,ESYE13,21.87875,Pteléa,0,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Pteléa,West Macedonia,,Πτελέα,ΚΟΖΑΝΗΣ
Psomotopi,734329.0,8133864.0,6697801.0,41.14428,5.0,9052.0,ESYE12,23.27745,Psomotópi,156,Irakleia,ΣΕΡΡΩΝ,Psomotopi,Central Macedonia,,Ψωμοτόπι,ΣΕΡΡΩΝ
Proskynitari,735562.0,8133764.0,6697811.0,40.35071,11.0,9068.0,ESYE13,21.96479,Proskynitári,0,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Proskynitári,West Macedonia,,Προσκυνητάρι,ΚΟΖΑΝΗΣ
Prosilio,734649.0,8133847.0,6697801.0,40.27395,16.0,9047.0,ESYE12,22.46842,Prosílio,0,Katerini,ΠΙΕΡΙΑΣ,Prosílio,Central Macedonia,,Προσήλιο,ΠΙΕΡΙΑΣ
Profitis,734075.0,8133915.0,6697801.0,40.68767,13.0,9027.0,ESYE12,23.27737,Profítis,963,Volvi,ΘΕΣΣΑΛΟΝΙΚΗΣ,Profítis,Central Macedonia,,Προφήτης,ΘΕΣΣΑΛΟΝΙΚΗΣ
Proastio,735562.0,8133857.0,6697811.0,40.48826,11.0,9067.0,ESYE13,21.71052,Proástio,0,Eordaia,ΚΟΖΑΝΗΣ,Proástio,West Macedonia,,Προάστιο,ΚΟΖΑΝΗΣ
Prasinada,736120.0,8133931.0,6697801.0,40.56117,12.0,9023.0,ESYE12,22.51358,Prasináda,317,Alexandreia,ΗΜΑΘΙΑΣ,Prasináda,Central Macedonia,,Πρασινάδα,ΗΜΑΘΙΑΣ
Pournarochori,734075.0,8133774.0,6697801.0,40.55038,13.0,9037.0,ESYE12,23.1368,Pournarochóri,0,Pylaia-Chortiatis,ΘΕΣΣΑΛΟΝΙΚΗΣ,Pournarochóri,Central Macedonia,,Πουρναροχώρι,ΘΕΣΣΑΛΟΝΙΚΗΣ
Potamoi,736363.0,8133895.0,6697803.0,41.39317,4.0,9003.0,ESYE11,24.09804,Potamoí,0,Kato Nevrokopi,ΔΡΑΜΑΣ,Potamoí,East Macedonia and Thrace,,Ποταμοί,ΔΡΑΜΑΣ
Pontokomi,735562.0,8133764.0,6697811.0,40.41047,11.0,9068.0,ESYE13,21.76195,Pontokómi,0,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Pontokómi,West Macedonia,,Ποντοκώμη,ΚΟΖΑΝΗΣ
Polyracho,735562.0,8133872.0,6697811.0,40.14051,11.0,9069.0,ESYE13,21.95315,Polýracho,0,Servia-Velventos,ΚΟΖΑΝΗΣ,Polýracho,West Macedonia,,Πολύραχο,ΚΟΖΑΝΗΣ
Polyplatanos,736120.0,8133882.0,6697801.0,40.68306,12.0,9025.0,ESYE12,22.19118,Polyplátanos,892,Naousa,ΗΜΑΘΙΑΣ,Polyplátanos,Central Macedonia,,Πολυπλάτανος,ΗΜΑΘΙΑΣ
Polymylos,735562.0,8133764.0,6697811.0,40.37091,11.0,9068.0,ESYE13,22.0673,Polýmylos,695,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Polýmylos,West Macedonia,,Πολύμυλος,ΚΟΖΑΝΗΣ
Polydentri,734075.0,8133981.0,6697801.0,40.75754,13.0,9034.0,ESYE12,23.38,Polydéntri,0,Lagkadas,ΘΕΣΣΑΛΟΝΙΚΗΣ,Polydéntri,Central Macedonia,,Πολυδέντρι,ΘΕΣΣΑΛΟΝΙΚΗΣ
Podhokhori,735857.0,8133879.0,6697803.0,40.83112,14.0,9014.0,ESYE11,24.02483,Podhokhóri,608,Pangaio,ΚΑΒΑΛΑΣ,Podochori,East Macedonia and Thrace,,Ποδοχώρι,ΚΑΒΑΛΑΣ
Plagiari,734725.0,8133848.0,6697801.0,40.85164,7.0,9044.0,ESYE12,22.27853,Plagiári,373,ΠΕΛΛΑΣ,ΠΕΛΛΑΣ,Plagiári,Central Macedonia,,Πλαγιάρι,ΠΕΛΛΑΣ
Plateia,734075.0,8133915.0,6697801.0,40.63013,13.0,9027.0,ESYE12,23.34634,Plateía,27,Volvi,ΘΕΣΣΑΛΟΝΙΚΗΣ,Plateía,Central Macedonia,,Πλατεία,ΘΕΣΣΑΛΟΝΙΚΗΣ
Platanos,736120.0,8133931.0,6697801.0,40.56475,12.0,9023.0,ESYE12,22.55072,Plátanos,745,Alexandreia,ΗΜΑΘΙΑΣ,Plátanos,Central Macedonia,,Πλάτανος,ΗΜΑΘΙΑΣ
Platanochori,735804.0,8133962.0,6697801.0,40.54687,15.0,9059.0,ESYE12,23.41641,Platanochóri,127,Polygyros,ΧΑΛΚΙΔΙΚΗΣ,Platanochóri,Central Macedonia,,Πλατανοχώρι,ΧΑΛΚΙΔΙΚΗΣ
Platanakia,734329.0,8133867.0,6697801.0,41.29152,5.0,9055.0,ESYE12,22.94993,Platanákia,444,Sintiki,ΣΕΡΡΩΝ,Platanakia,Central Macedonia,,Πλατανάκια,ΣΕΡΡΩΝ
Piges,736363.0,8133897.0,6697803.0,41.21282,4.0,9005.0,ESYE11,23.91293,Pigés,0,Prosotsani,ΔΡΑΜΑΣ,Pigés,East Macedonia and Thrace,,Πιγές,ΔΡΑΜΑΣ
Pythio,258575.0,8133784.0,6697809.0,40.06619,21.0,9098.0,ESYE14,22.23128,Pýthio,892,Elassona,ΛΑΡΙΣΑΣ,Pýthio,Thessaly,,Πύθιο,ΛΑΡΙΣΑΣ
Pyrgoi,736363.0,8133897.0,6697803.0,41.2521,4.0,9005.0,ESYE11,24.02416,Pýrgoi,0,Prosotsani,ΔΡΑΜΑΣ,Pýrgoi,East Macedonia and Thrace,,Πύργοι,ΔΡΑΜΑΣ
Pyrgoi,735562.0,8133857.0,6697811.0,40.66961,11.0,9067.0,ESYE13,21.83376,Pýrgoi,0,Eordaia,ΚΟΖΑΝΗΣ,Pýrgoi,West Macedonia,,Πύργοι,ΚΟΖΑΝΗΣ
Piperies,734725.0,8133796.0,6697801.0,40.97023,7.0,9042.0,ESYE12,22.01682,Piperiés,558,Almopia,ΠΕΛΛΑΣ,Piperies,Central Macedonia,162.0,Πιπεριές,ΠΕΛΛΑΣ
Petrana,735562.0,8133764.0,6697811.0,40.29049,11.0,9068.0,ESYE13,21.86569,Petraná,0,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Petraná,West Macedonia,,Πετρανά,ΚΟΖΑΝΗΣ
Petralona,735804.0,8133870.0,6697801.0,40.3694,15.0,9058.0,ESYE12,23.15978,Petrálona,348,Nea Propontida,ΧΑΛΚΙΔΙΚΗΣ,Petralona,Central Macedonia,,Πετράλωνα,ΧΑΛΚΙΔΙΚΗΣ
Perithori,736363.0,8133895.0,6697803.0,41.31252,4.0,9003.0,ESYE11,23.78094,Perithóri,0,Kato Nevrokopi,ΔΡΑΜΑΣ,Perithóri,East Macedonia and Thrace,,Περιθώρι,ΔΡΑΜΑΣ
Perikhora,736363.0,8133897.0,6697803.0,41.08644,4.0,9005.0,ESYE11,23.94628,Perikhóra,181,Prosotsani,ΔΡΑΜΑΣ,Perichora,East Macedonia and Thrace,,Περιχώρα,ΔΡΑΜΑΣ
Perasma,736363.0,8133895.0,6697803.0,41.37426,4.0,9003.0,ESYE11,24.09551,Pérasma,0,Kato Nevrokopi,ΔΡΑΜΑΣ,Pérasma,East Macedonia and Thrace,,Πέρασμα,ΔΡΑΜΑΣ
Peraia,734725.0,8133912.0,6697801.0,40.73736,7.0,9043.0,ESYE12,21.823,Peraía,0,Edessa,ΠΕΛΛΑΣ,Peraía,Central Macedonia,,Περαία,ΠΕΛΛΑΣ
Peponia,734329.0,8133866.0,6697801.0,40.98657,5.0,9054.0,ESYE12,23.51521,Peponiá,432,Serres,ΣΕΡΡΩΝ,Peponia,Central Macedonia,,Πεπονιά,ΣΕΡΡΩΝ
Pente Vryses,734075.0,8133981.0,6697801.0,40.80878,13.0,9034.0,ESYE12,23.15597,Pénte Vrýses,0,Lagkadas,ΘΕΣΣΑΛΟΝΙΚΗΣ,Pénte Vrýses,Central Macedonia,,Πέντε Βρύσες,ΘΕΣΣΑΛΟΝΙΚΗΣ
Pentavrysos,735562.0,8133857.0,6697811.0,40.5549,11.0,9067.0,ESYE13,21.72136,Pentávrysos,0,Eordaia,ΚΟΖΑΝΗΣ,Pentávrysos,West Macedonia,,Πεντάβρυσος,ΚΟΖΑΝΗΣ
Pelargos,736228.0,8133871.0,6697811.0,40.61524,8.0,9070.0,ESYE13,21.75519,Pelargós,325,Amyntaio,ΦΛΩΡΙΝΑΣ,Pelargos,West Macedonia,,Πελαργός,ΦΛΩΡΙΝΑΣ
Patriki,734329.0,8133863.0,6697801.0,40.90105,5.0,9050.0,ESYE12,23.61099,Patríki,291,Visaltia,ΣΕΡΡΩΝ,Patriki,Central Macedonia,,Πατρίκι,ΣΕΡΡΩΝ
Patelidas,735804.0,8133962.0,6697801.0,40.3346,15.0,9059.0,ESYE12,23.39422,Patelidás,5,Polygyros,ΧΑΛΚΙΔΙΚΗΣ,Patelidas,Central Macedonia,,Πατελιδάς,ΧΑΛΚΙΔΙΚΗΣ
Parthenonas,735804.0,8133963.0,6697801.0,40.12054,15.0,9060.0,ESYE12,23.81264,Parthenónas,21,Sithonia,ΧΑΛΚΙΔΙΚΗΣ,Parthenonas,Central Macedonia,,Παρθενώνας,ΧΑΛΚΙΔΙΚΗΣ
Partheni,734075.0,8133775.0,6697801.0,40.70035,13.0,9038.0,ESYE12,22.60697,Parthéni,657,Chalkidona,ΘΕΣΣΑΛΟΝΙΚΗΣ,Parthéni,Central Macedonia,,Παρθένι,ΘΕΣΣΑΛΟΝΙΚΗΣ
Paradeisos,735804.0,8133963.0,6697801.0,40.10342,15.0,9060.0,ESYE12,23.77673,Parádeisos,0,Sithonia,ΧΑΛΚΙΔΙΚΗΣ,Parádeisos,Central Macedonia,,Παράδεισος,ΧΑΛΚΙΔΙΚΗΣ
Paliampela,734649.0,8133861.0,6697801.0,40.511,16.0,9048.0,ESYE12,22.50339,Paliámpela,294,Pydna-Kolindros,ΠΙΕΡΙΑΣ,Paliámpela,Central Macedonia,,Παλιάμπελα,ΠΙΕΡΙΑΣ
Frourio,735562.0,8133872.0,6697811.0,40.06598,11.0,9069.0,ESYE13,21.81166,Froúrio,0,Servia-Velventos,ΚΟΖΑΝΗΣ,Froúrio,West Macedonia,,Φρούριο,ΚΟΖΑΝΗΣ
Palaiostani,734649.0,8133861.0,6697801.0,40.41921,16.0,9048.0,ESYE12,22.46309,Palaiostáni,612,Pydna-Kolindros,ΠΙΕΡΙΑΣ,Palaiostáni,Central Macedonia,,--ΑΓΝΩΣΤΟΣ--,ΠΙΕΡΙΑΣ
Palaio Eleftherochori,734649.0,8133861.0,6697801.0,40.43711,16.0,9048.0,ESYE12,22.5753,Palaió Eleftherochóri,686,Pydna-Kolindros,ΠΙΕΡΙΑΣ,Palaió Eleftherochóri,Central Macedonia,,Παλαιό Ελευθεροχώρι,ΠΙΕΡΙΑΣ
Palaiochori,736120.0,8133931.0,6697801.0,40.63529,12.0,9023.0,ESYE12,22.49256,Palaiochóri,0,Alexandreia,ΗΜΑΘΙΑΣ,Palaiochóri,Central Macedonia,,Παλιοχώρι,ΗΜΑΘΙΑΣ
Palaiochora,735804.0,8133962.0,6697801.0,40.50085,15.0,9059.0,ESYE12,23.45138,Palaiochóra,806,Polygyros,ΧΑΛΚΙΔΙΚΗΣ,Palaiochora,Central Macedonia,,Παλαιοχώρα,ΧΑΛΚΙΔΙΚΗΣ
Palaiokastro,735804.0,8133962.0,6697801.0,40.43731,15.0,9059.0,ESYE12,23.42487,Palaiókastro,16,Polygyros,ΧΑΛΚΙΔΙΚΗΣ,Palaiokastro,Central Macedonia,,Παλαιόκαστρο,ΧΑΛΚΙΔΙΚΗΣ
Palaiogratsano,735562.0,8133872.0,6697811.0,40.21732,11.0,9069.0,ESYE13,22.07201,Palaiográtsano,97,Servia-Velventos,ΚΟΖΑΝΗΣ,Palaiográtsano,West Macedonia,,Παλαιογράτσανο,ΚΟΖΑΝΗΣ
Pagoneri,736363.0,8133895.0,6697803.0,41.40116,4.0,9003.0,ESYE11,24.02916,Pagonéri,0,Kato Nevrokopi,ΔΡΑΜΑΣ,Pagonéri,East Macedonia and Thrace,,Παγονέρι,ΔΡΑΜΑΣ
Ossa,734075.0,8133981.0,6697801.0,40.83713,13.0,9034.0,ESYE12,23.20627,Óssa,0,Lagkadas,ΘΕΣΣΑΛΟΝΙΚΗΣ,Óssa,Central Macedonia,,Όσσα,ΘΕΣΣΑΛΟΝΙΚΗΣ
Leftero-khori Skala,734649.0,8133861.0,6697801.0,40.45694,16.0,9048.0,ESYE12,22.58639,Leftero-khori Skala,0,Pydna-Kolindros,ΠΙΕΡΙΑΣ,Leftero-khori Skala,Central Macedonia,,--ΑΓΝΩΣΤΟΣ--,ΠΙΕΡΙΑΣ
Paralia Epanomis,734075.0,8133917.0,6697801.0,40.40709,13.0,9029.0,ESYE12,22.89666,Paralía Epanomís,0,Thermaikos,ΘΕΣΣΑΛΟΝΙΚΗΣ,Paralía Epanomís,Central Macedonia,,Παραλία Επανομής,ΘΕΣΣΑΛΟΝΙΚΗΣ
Orfanio,735857.0,8133879.0,6697803.0,40.7758,14.0,9014.0,ESYE11,23.95105,Orfánio,656,Pangaio,ΚΑΒΑΛΑΣ,Orfanio,East Macedonia and Thrace,,Ορφάνιο,ΚΑΒΑΛΑΣ
Oreskeia,734329.0,8133863.0,6697801.0,40.8556,5.0,9050.0,ESYE12,23.64327,Oréskeia,57,Visaltia,ΣΕΡΡΩΝ,Oreskeia,Central Macedonia,,Ορέσκεια,ΣΕΡΡΩΝ
Olympiada,735804.0,8133868.0,6697801.0,40.59189,15.0,9056.0,ESYE12,23.78209,Olympiáda,741,Aristotelis,ΧΑΛΚΙΔΙΚΗΣ,Olympiada,Central Macedonia,,Ολυμπιάδα,ΧΑΛΚΙΔΙΚΗΣ
Ochyro,736363.0,8133895.0,6697803.0,41.3021,4.0,9003.0,ESYE11,23.84895,Ochyró,0,Kato Nevrokopi,ΔΡΑΜΑΣ,Ochyró,East Macedonia and Thrace,,Οχυρό,ΔΡΑΜΑΣ
Oinoussa,734329.0,8133866.0,6697801.0,41.10237,5.0,9054.0,ESYE12,23.62576,Oinoússa,517,Serres,ΣΕΡΡΩΝ,Oinoussa,Central Macedonia,,Οινούσσα,ΣΕΡΡΩΝ
Oinoi,735562.0,8133764.0,6697811.0,40.32064,11.0,9068.0,ESYE13,21.91521,Oinói,0,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,Oinói,West Macedonia,,Οινόη,ΚΟΖΑΝΗΣ
Nisi,734725.0,8133912.0,6697801.0,40.82279,7.0,9043.0,ESYE12,21.93235,Nisí,0,Edessa,ΠΕΛΛΑΣ,Nisí,Central Macedonia,,Νησί,ΠΕΛΛΑΣ
