name,full_name,lat,lon,h,dimenot,dimos,nomos,diam
Άνω Γιανναίοι,"Άνω Γιανναίοι,οι",37.22549438,22.19734764,887,Γιανναίων,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Αρμενιοί,"Αρμενιοί,οι",37.21458817,21.65675735,107,Αρμενιών,ΚΥΠΑΡΙΣΣΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Στασιόν,"Στασιόν,το",37.21539307,21.66779518,157,Στασιού,ΚΥΠΑΡΙΣΣΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μελιγαλάς,"Μελιγαλάς,ο",37.22203445,21.96757698,98,Μελιγαλά,ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Σαπουνακαίικα,"Σαπουνακαίικα,τα",37.23496628,22.85606766,105,Σαπουνακαίϊκων,ΤΥΡΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ξηρόκαμπος,"Ξηρόκαμπος,ο",37.21937561,21.67611694,214,Ξηροκάμπου,ΚΥΠΑΡΙΣΣΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μίλα,"Μίλα,το",37.22573471,21.89183235,295,Μίλα,ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Σιάμον,"Σιάμον,το",37.229496,22.03144073,136,Σιάμου,ΟΙΧΑΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Σολάκιον,"Σολάκιον,το",37.22928619,21.98988342,67,Σολακίου,ΟΙΧΑΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Λογκανίκος,"Λογκανίκος,ο",37.22809601,22.24930191,733,Λογκανίκου,ΠΕΛΛΑΝΑΣ,ΛΑΚΩΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μοναστήριον,"Μοναστήριον,το",37.22933197,21.81635284,570,Μοναστηρίου,ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Τυρός,"Τυρός,ο",37.23794556,22.84029579,194,Τυρού,ΤΥΡΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Βαμβακού,"Βαμβακού,η",37.24305344,22.55122948,908,Βαμβακούς,ΟΙΝΟΥΝΤΟΣ,ΛΑΚΩΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μαγούλα,"Μαγούλα,η",37.23270798,21.96026039,64,Μαγούλας,ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κρυονέριον,"Κρυονέριον,το",37.22982788,21.79378319,690,Κρυονερίου,ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μάλθη,"Μάλθη,η",37.23409271,21.85958862,357,Μάλθης,ΔΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Στενύκλαρος,"Στενύκλαρος,ο",37.23763275,21.94302368,81,Στενυκλάρου,ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μερόπη,"Μερόπη,η",37.2393837,21.99872971,81,Μερόπης,ΟΙΧΑΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Καλύβια,"Καλύβια,τα",37.24435806,22.02532196,145,Καλυβίων,ΟΙΧΑΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Πολυθέα,"Πολυθέα,η",37.24075317,21.81390762,461,Πολυθέας,ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Αετός,"Αετός,ο",37.24376678,21.83236885,377,Αετού,ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Καμάρα,"Καμάρα,η",37.24147415,22.1811924,578,Καμάρας,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Οιχαλία,"Οιχαλία,η",37.25240326,21.99668121,91,Οιχαλίας,ΟΙΧΑΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μουριατάδα,"Μουριατάδα,η",37.24357986,21.72938156,281,Μουριατάδας,ΚΥΠΑΡΙΣΣΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ζευγολατείον,"Ζευγολατείον,το",37.24880981,21.9652462,68,Ζευγολατείου,ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Τουρκολέκας,"Τουρκολέκας,ο",37.25119781,22.11866379,795,Τουρκολέκα,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Πραστός,"Πραστός,ο",37.26029968,22.68312836,713,Πραστού,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Βρύσαι,"Βρύσαι,αι",37.24510956,21.70915794,251,Βρυσών,ΚΥΠΑΡΙΣΣΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κυπαρισσία,"Κυπαρισσία,η",37.24505234,21.67684364,116,Κυπαρισσίας,ΚΥΠΑΡΙΣΣΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Αρτίκιον,"Αρτίκιον,το",37.25273514,21.78369904,262,Αρτικίου,ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Λουτρόν,"Λουτρόν,το",37.25904465,21.99926376,99,Λουτρού,ΟΙΧΑΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Βαρβίτσα,"Βαρβίτσα,η",37.26847839,22.52678871,1053,Βαρβίτσης,ΟΙΝΟΥΝΤΟΣ,ΛΑΚΩΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μαντζάριον,"Μαντζάριον,το",37.2620163,21.96233749,83,Μαντζαρίου,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Καλλιρρόη,"Καλλιρρόη,η",37.2654686,21.92864609,135,Καλλιρρόης,ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Βασιλικόν,"Βασιλικόν,το",37.26189423,21.89461136,115,Βασιλικού,ΔΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ανδανία,"Ανδανία,η",37.26478577,21.98311043,89,Ανδανίας,ΟΙΧΑΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μύρον,"Μύρον,το",37.26194382,21.74080658,252,Μύρου,ΚΥΠΑΡΙΣΣΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Πολίχνη,"Πολίχνη,η",37.26794815,21.94528961,77,Πολίχνης,ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Φίλια,"Φίλια,το",37.2695694,22.01155472,131,Φίλια,ΟΙΧΑΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κόκλας,"Κόκλας,ο",37.26792526,21.86837769,155,Κόκλα,ΔΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μάλτα,"Μάλτα,η",37.27074051,21.97864151,85,Μάλτας,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Αγία Βαρβάρα,"Αγία Βαρβάρα,η",37.28009415,22.34553719,667,Αγίας Βαρβάρας,ΣΚΙΡΙΤΙΔΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κεντρικόν,"Κεντρικόν,το",37.27560806,21.96931076,80,Κεντρικού,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κωνσταντίνοι,"Κωνσταντίνοι,οι",37.27606964,21.93408775,169,Κωνσταντίνων,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κολλίναι,"Κολλίναι,αι",37.28380966,22.35879707,768,Κολλινών,ΣΚΙΡΙΤΙΔΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Σίταινα,"Σίταινα,η",37.28791809,22.64962959,685,Σιταίνης,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Καρυαί,"Καρυαί,αι",37.28960419,22.49979591,903,Καρυών,ΚΑΡΥΩΝ,ΛΑΚΩΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ράχαι,"Ράχαι,αι",37.27619934,21.71491432,130,Ραχών,ΚΥΠΑΡΙΣΣΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Φαλαισία,"Φαλαισία,η",37.28416061,22.17056274,762,Φαλαισίας,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Πετρίνα,"Πετρίνα,η",37.28800201,22.20235825,657,Πετρίνας,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Δώριον,"Δώριον,το",37.28604889,21.85498619,167,Δωρίου,ΔΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κοπανάκι,"Κοπανάκι,το",37.2863884,21.8153553,181,Κοπανακίου,ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ελληνίτσα,"Ελληνίτσα,η",37.29841995,22.11799431,517,Ελληνίτσης,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Νέα Αγριλιά,"Νέα Αγριλιά,η",37.29021835,21.79959869,188,Αγριλιάς Τριφυλίας,ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ποταμιά,"Ποταμιά,η",37.2953949,22.14013481,441,Ποταμιάς,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Αγριλόβουνον,"Αγριλόβουνον,το",37.29645157,21.94135857,96,Αγριλοβούνου,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Διαβολίτσιον,"Διαβολίτσιον,το",37.29720688,21.96734047,100,Διαβολιτσίου,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ηλέκτρα,"Ηλέκτρα,η",37.2972641,21.92304802,117,Ηλέκτρας,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Δεσύλλας,"Δεσύλλας,ο",37.29726791,21.99605942,146,Δεσύλλα,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Καλόν Νερόν,"Καλόν Νερόν,το",37.29482269,21.69797325,11,Καλού Νερού,ΑΥΛΩΝΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Παραπούγκιον,"Παραπούγκιον,το",37.30354691,21.98508453,147,Παραπουγκίου,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Σκορτσινός,"Σκορτσινός,ο",37.29445267,22.24600792,507,Σκορτσινού,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Γλυκορρίζιον,"Γλυκορρίζιον,το",37.30176163,21.77018356,238,Γλυκορριζίου,ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Σουλάριον,"Σουλάριον,το",37.31057358,22.17952347,530,Σουλαρίου,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Πορτοχέλιον,"Πορτοχέλιον,το",37.32468033,23.14015579,1,Πορτοχελίου,ΚΡΑΝΙΔΙΟΥ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μάνδρα,"Μάνδρα,η",37.30775452,21.92374802,123,Μάνδρας,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Καμάριον,"Καμάριον,το",37.30666351,21.77966309,215,Καμαρίου,ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Παραδείσια,"Παραδείσια,τα",37.31386185,22.07759476,521,Παραδεισίων,ΜΕΓΑΛΟΠΟΛΗΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Καλτεζαί,"Καλτεζαί,αι",37.32236099,22.32094955,669,Καλτεζών,ΒΑΛΤΕΤΣΙΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Καρνάσιον,"Καρνάσιον,το",37.3164444,21.9897728,491,Καρνασίου,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Άγιος Πέτρος,"Άγιος Πέτρος,ο",37.3234787,22.54526711,961,Αγίου Πέτρου,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Λεοντάριον,"Λεοντάριον,το",37.31851196,22.14233017,548,Λεονταρίου,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Χράνοι,"Χράνοι,οι",37.32011032,22.03085518,508,Χράνων,ΜΕΓΑΛΟΠΟΛΗΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Σιτοχώριον,"Σιτοχώριον,το",37.32125473,21.81033516,421,Σιτοχωρίου,ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Βελιγοστή,"Βελιγοστή,η",37.32141495,22.11971474,441,Βελιγοστής,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Βουτσαράς,"Βουτσαράς,ο",37.32466888,22.20474243,541,Βουτσαρά,ΦΑΛΑΙΣΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Χάραδρος,"Χάραδρος,ο",37.3342514,22.67693901,568,Χαράδρου,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κάτω Μέλπεια,"Κάτω Μέλπεια,η",37.32523346,21.93032837,175,Κάτω Μελπείας,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Βούρβουρα,"Βούρβουρα,τα",37.33297729,22.48790359,983,Βουρβούρων,ΣΚΙΡΙΤΙΔΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ψάριον,"Ψάριον,το",37.32530212,21.88480568,229,Ψαρίου,ΔΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μαυρογιάννης,"Μαυρογιάννης,ο",37.33517456,22.30378723,591,Μαυρογιάννη,ΒΑΛΤΕΤΣΙΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Άγιος Ανδρέας,"Άγιος Ανδρέας,ο",37.34188461,22.76231956,44,Αγίου Ανδρέου,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κορακοβούνιον,"Κορακοβούνιον,το",37.34693909,22.74532127,62,Κορακοβουνίου,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Σιδηρόκαστρον,"Σιδηρόκαστρον,το",37.3352623,21.7702179,441,Σιδηροκάστρου,ΑΥΛΩΝΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Άνω Δώριον,"Άνω Δώριον,το",37.33495331,21.84706116,613,Άνω Δωρίου,ΔΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Έλατος,"Έλατος,ο",37.34889984,22.54621506,865,Ελάτου,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κεφαλόβρυση,"Κεφαλόβρυση,η",37.33613586,21.81997108,517,Κεφαλόβρυσης,ΑΕΤΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Πηγαδάκια,"Πηγαδάκια,τα",37.34691238,22.42869759,899,Πηγαδακίων,ΣΚΙΡΙΤΙΔΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Χρυσοχώριον,"Χρυσοχώριον,το",37.33801651,21.86200714,275,Χρυσοχωρίου,ΔΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Δασοχώριον,"Δασοχώριον,το",37.33976364,21.97676277,676,Δασοχωρίου,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Νεοχώριον,"Νεοχώριον,το",37.34686661,22.07869148,405,Νεοχωρίου Λυκοσούρας,ΜΕΓΑΛΟΠΟΛΗΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Βανάδα,"Βανάδα,η",37.33835602,21.75615692,528,Βανάδας,ΑΥΛΩΝΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Αλεποχώριον,"Αλεποχώριον,το",37.35310364,22.40624619,907,Αλεποχωρίου,ΣΚΙΡΙΤΙΔΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ορεινή Μελιγού,"Ορεινή Μελιγού,η",37.3560791,22.65692902,616,Μελιγούς,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Άνω Μέλπεια,"Άνω Μέλπεια,η",37.34811401,21.94340134,688,Άνω Μελπείας,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Καστρίον,"Καστρίον,το",37.35818863,22.53364944,937,Καστρίου,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Αγαλιανή,"Αγαλιανή,η",37.34723282,21.72680283,377,Αγαλιανής,ΑΥΛΩΝΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Δάφνη,"Δάφνη,η",37.35726929,22.2781868,644,Δάφνης,ΒΑΛΤΕΤΣΙΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Χαλκιάς,"Χαλκιάς,ο",37.35108185,21.87196732,648,Χαλκιά,ΔΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Πάπαρης,"Πάπαρης,ο",37.36281204,22.25929642,678,Πάπαρη,ΒΑΛΤΕΤΣΙΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Γέφυρα,"Γέφυρα,η",37.36052704,22.14095116,412,Γεφύρας,ΜΕΓΑΛΟΠΟΛΗΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κερασιά,"Κερασιά,η",37.36446381,22.38856506,948,Κερασιάς,ΣΚΙΡΙΤΙΔΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Βλαχοκερασέα,"Βλαχοκερασέα,η",37.36510849,22.37543869,956,Βλαχοκερασέας,ΣΚΙΡΙΤΙΔΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ίσαρης,"Ίσαρης,ο",37.36124802,22.01218605,809,Ίσαρη,ΜΕΓΑΛΟΠΟΛΗΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κρανίδιον,"Κρανίδιον,το",37.37798309,23.15728951,114,Κρανιδίου,ΚΡΑΝΙΔΙΟΥ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Βέρβενα,"Βέρβενα,τα",37.36982727,22.46472359,1160,Βερβένων,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Βάστας,"Βάστας,ο",37.36358643,21.98469925,839,Βάστα,ΜΕΓΑΛΟΠΟΛΗΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Πρόδρομος,"Πρόδρομος,ο",37.3610878,21.73147202,378,Προδρόμου,ΑΥΛΩΝΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Αυλών,"Αυλών,ο",37.36132812,21.79919243,589,Αυλώνος,ΑΥΛΩΝΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ερμιόνη,"Ερμιόνη,η",37.38321304,23.24224663,28,Ερμιόνης,ΕΡΜΙΟΝΗΣ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Σύρριζον,"Σύρριζον,το",37.36753082,21.91049576,711,Συρρίζου,ΕΙΡΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ανθοχώριον,"Ανθοχώριον,το",37.37446976,22.12720108,400,Ανθοχωρίου,ΜΕΓΑΛΟΠΟΛΗΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Άνω Δολιανά,"Άνω Δολιανά,τα",37.38411713,22.49650192,1001,Δολιανών,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Κούβελας,"Κούβελας,ο",37.3719902,21.87832642,853,Κούβελα,ΔΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Αμπελάκιον,"Αμπελάκιον,το",37.38245773,22.29039192,688,Αμπελακίου,ΒΑΛΤΕΤΣΙΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Καλίτσαινα,"Καλίτσαινα,η",37.37479782,21.80864716,419,Καλιτσαίνης,ΑΥΛΩΝΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Ελαία,"Ελαία,η",37.37265778,21.68898773,13,Ελαίας,ΑΥΛΩΝΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Γαρέα,"Γαρέα,η",37.43875122,22.44840813,679,Γαρέας,ΤΕΓΕΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Περιβόλια,"Περιβόλια,τα",37.38499451,22.15690041,420,Περιβολίων,ΜΕΓΑΛΟΠΟΛΗΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Πλατάνια,"Πλατάνια,τα",37.38107681,21.822258,525,Πλατανίων,ΑΥΛΩΝΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Στάσιμον,"Στάσιμον,το",37.38824844,21.92510796,631,Στασίμου,ΕΙΡΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Μάναρης,"Μάναρης,ο",37.39628601,22.32277489,774,Μάναρη,ΒΑΛΤΕΤΣΙΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Στόλος,"Στόλος,ο",37.40166855,22.62062454,396,Στόλου,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
Άστρος,"Άστρος,το",37.40136719,22.7208252,40,Άστρους,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΣ
