code,desc,iure11,facto11,iure01,facto01,iure91,facto91,perifereia,nomos,dimos,dimenot,koinot,koinot_id,kath,article_kath,article_dim,lat,long
1222002020302,Αγορά,175,176,205,208,180,184,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΣΟΥΛΙΟΥ,ΑΧΕΡΟΝΤΑ,Σκανδάλου,12220020203,Αγορά,η,η,,
1222002020303,Μανδρότοπος,134,142,124,148,165,172,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΣΟΥΛΙΟΥ,ΑΧΕΡΟΝΤΑ,Σκανδάλου,12220020203,Μανδρότοπος,ο,ο,,
1222002020401,Χόικα,265,273,194,207,227,222,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΣΟΥΛΙΟΥ,ΑΧΕΡΟΝΤΑ,Χόικας,12220020204,Χόικα,η,η,39.34094,20.58614
1222002030101,Σαμονίδα,35,35,49,81,62,70,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΣΟΥΛΙΟΥ,ΣΟΥΛΙΟΥ,Σαμονίδας,12220020301,Σαμονίδα,η,η,39.34486,20.65069
1222002030201,Αυλότοπος,135,150,191,217,209,306,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΣΟΥΛΙΟΥ,ΣΟΥΛΙΟΥ,Αυλοτόπου,12220020302,Αυλότοπος,ο,ο,39.41719,20.62503
1222002030301,Κουκουλιοί,50,54,84,110,126,166,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΣΟΥΛΙΟΥ,ΣΟΥΛΙΟΥ,Κουκουλιών,12220020303,Κουκουλιοί,οι,οι,39.43436,20.62769
1222002030401,Τσαγγάρι,119,114,115,171,151,201,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΣΟΥΛΙΟΥ,ΣΟΥΛΙΟΥ,Τσαγγαρίου,12220020304,Τσαγγάριον,το,το,39.41789,20.611
1222002030501,Φροσύνη,119,111,113,169,163,183,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΣΟΥΛΙΟΥ,ΣΟΥΛΙΟΥ,Φροσύνης,12220020305,Φροσύνη,η,η,39.45233,20.59794
1222003010101,Φιλιάτες,2512,2549,2346,2246,2585,2591,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Φιλιατών,12220030101,Φιλιάτες,οι,οι,,
1222003010102,Ελαία,127,124,94,98,139,141,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Φιλιατών,12220030101,Ελαία,η,η,,
1222003010201,Άγιος Νικόλαος,78,76,130,154,180,211,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Αγίου Νικολάου,12220030102,Άγιος Νικόλαος,ο,ο,,
1222003010301,Άγιοι Πάντες,53,52,91,106,116,141,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Αγίων Πάντων,12220030103,Άγιοι Πάντες,οι,οι,,
1222003010302,Παλαιοχώριον,63,69,80,103,79,133,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Αγίων Πάντων,12220030103,Παλαιοχώριον,το (Τ.Κ.Αγίων Πάντων),το (Τ.Κ.Αγίων Πάντων),,
1222003010401,Αετός,134,132,152,148,227,247,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Αετού,12220030104,Αετός,ο,ο,,
1222003010501,Αμπελών,52,47,173,222,162,162,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Αμπελώνος,12220030105,Αμπελών,ο,ο,,
1222003010601,Αναβρυτό,2,2,12,20,28,49,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Αναβρυτού,12220030106,Αναβρυτόν,το,το,,
1222003010701,Αχλαδέα,71,74,97,104,113,114,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Αχλαδέας,12220030107,Αχλαδέα,η,η,,
1222003010801,Βαβούρι,23,23,39,47,77,109,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Βαβουρίου,12220030108,Βαβούριον,το,το,39.76547,20.38933
1222003010901,Βρυσέλλα,267,284,270,277,301,289,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Βρυσέλλας,12220030109,Βρυσέλλα,η,η,39.5695,20.31372
1222003011001,Μέλισσα,7,7,9,17,23,23,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Γαρδικίου Φιλιατών,12220030110,Μέλισσα,η,η,,
1222003011002,Γαρδίκι,8,8,7,15,34,36,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Γαρδικίου Φιλιατών,12220030110,Γαρδίκιον,το,το,,
1222003011003,Πέραμα,17,17,19,24,50,50,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Γαρδικίου Φιλιατών,12220030110,Πέραμα,το,το,,
1222003011101,Γιρομέρι,59,64,83,139,99,180,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Γιρομερίου,12220030111,Γιρομέριον,το,το,39.64125,20.32317
1222003011201,Γολά,44,40,63,74,85,106,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Γολάς,12220030112,Γολά,η,η,39.57002,20.44188
1222003011202,Ροδοστίβα,11,11,17,20,29,43,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Γολάς,12220030112,Ροδοστίβα,η,η,39.57647,20.44625
1222003011301,Καλλιθέα,31,31,50,128,75,137,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Καλλιθέας Φιλιατών,12220030113,Καλλιθέα,η,η,,
1222003011401,Βρυσούλα,5,5,17,16,28,26,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κάτω Ξεχώρου,12220030114,Βρυσούλα,η,η,,
1222003011402,Κάτω Ξέχωρο,4,4,13,13,26,25,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κάτω Ξεχώρου,12220030114,Κάτω Ξέχωρον,το,το,39.66314,20.37192
1222003011403,Ποταμιά,33,33,50,80,75,83,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κάτω Ξεχώρου,12220030114,Ποταμιά,η,η,,
1222003011404,Σίταινα,2,2,19,19,30,32,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κάτω Ξεχώρου,12220030114,Σίταινα,η,η,,
1222003011405,Σοκολακάτικα,0,0,14,18,23,29,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κάτω Ξεχώρου,12220030114,Σοκολακάτικα,τα,τα,,
1222003011501,Κεραμίτσα,149,148,209,309,205,328,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κεραμίτσης,12220030115,Κεραμίτσα,η,η,39.66931,20.43114
1222003011601,Κερασοχώρι,22,21,97,211,43,117,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κερασοχωρίου,12220030116,Κερασοχώριον,το,το,39.67925,20.30461
1222003011602,Μαυροέρι,27,27,44,107,49,52,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κερασοχωρίου,12220030116,Μαυρονέριον,το,το,,
1222003011701,Κεφαλοχώρι,31,32,47,93,52,84,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κεφαλοχωρίου,12220030117,Κεφαλοχώριον,το,το,,
1222003011702,Κοσσυβάτικα,11,11,4,10,28,33,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κεφαλοχωρίου,12220030117,Κοσσυβάτικα,τα,τα,39.73258,20.4437
1222003011801,Κοκκινιά,130,133,160,205,196,208,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κοκκινιάς,12220030118,Κοκκινιά,η,η,,
1222003011802,Τσατσουλαίικα,35,35,39,45,42,45,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κοκκινιάς,12220030118,Τσατσουλαίικα,τα,τα,39.605,20.41624
1222003011901,Κοκκινολιθάρι,54,69,62,76,82,83,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κοκκινολιθαρίου,12220030119,Κοκκινολιθάριον,το,το,39.6534,20.39513
1222003011902,Νεροχώρι,47,58,38,73,49,73,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κοκκινολιθαρίου,12220030119,Νεροχώριον,το,το,,
1222003012001,Κουρεμάδι,27,29,34,56,81,96,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κουρεμαδίου,12220030120,Κουρεμάδιον,το,το,39.75406,20.46611
1222003012101,Κρυοέρι,9,15,28,40,48,59,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κρυονερίου,12220030121,Κρυονέριον,το,το,,
1222003012201,Κυπάρισσο,111,111,116,122,142,151,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κυπαρίσσου,12220030122,Κυπάρισσον,το,το,,
1222003012202,Άγιος Αρσένιος,57,57,63,74,69,79,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Κυπαρίσσου,12220030122,Άγιος Αρσένιος,ο,ο,,
1222003012301,Λεπτοκαρυά,193,193,171,276,156,202,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Λεπτοκαρυάς,12220030123,Λεπτοκαρυά,η,η,,
1222003012302,Αγία Μαρίνα,11,11,23,28,26,56,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Λεπτοκαρυάς,12220030123,Αγία Μαρίνα,η,η,,
1222003012401,Λια,62,62,81,95,141,163,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Λιας,12220030124,Λια,η,η,,
1222003012501,Λίστα,35,50,88,140,111,223,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Λίστας,12220030125,Λίστα,η,η,,
1222003012601,Μαλούνι,34,33,58,110,71,83,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Μαλουνίου,12220030126,Μαλούνιον,το,το,39.6275,20.44556
1222003012602,Αχούρια Μαλουνίου,18,20,25,26,34,34,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Μαλουνίου,12220030126,Αχούρια Μαλουνίου,τα,τα,,
1222003012603,Βελεντζινά Μαλουνίου,9,9,16,18,11,12,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Μαλουνίου,12220030126,Βελεντζινά Μαλουνίου,τα,τα,,
1222003012701,Μηλέα,28,29,39,55,37,95,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Μηλέας,12220030127,Μηλέα,η,η,,
1222003012801,Ξέχωρο,30,40,74,85,142,137,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Ξεχώρου,12220030128,Ξέχωρον,το,το,,
1222003012802,Δάφνη,46,49,53,53,69,85,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Ξεχώρου,12220030128,Δάφνη,η,η,,
1222003012901,Άνω Παλαιοκκλήσι,36,35,27,28,35,44,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Παλαιοκκλησίου,12220030129,Άνω Παλαιοκκλήσιον,το,το,39.58208,20.41619
1222003012902,Κάτω Παλαιοκκλήσι,50,52,55,64,59,65,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Παλαιοκκλησίου,12220030129,Κάτω Παλαιοκκλήσιον,το,το,39.57447,20.42903
1222003013001,Παλαιοχώριον,142,141,240,291,195,274,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Παλαιοχωρίου,12220030130,Παλαιοχώριον,το (Τ.Κ.Παλαιοχωρίου),το (Τ.Κ.Παλαιοχωρίου),,
1222003013002,Δονάτος,26,26,60,64,62,73,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Παλαιοχωρίου,12220030130,Δονάτος,ο,ο,,
1222003013101,Παλαμπάς,27,26,38,38,56,61,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Παλαμπά,12220030131,Παλαμπάς,ο,ο,39.69394,20.27694
1222003013201,Πηγαδούλια,116,112,131,133,132,145,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Πηγαδούλια,12220030132,Πηγαδούλια,τα,τα,,
1222003013301,Πλαίσι,88,92,126,137,170,192,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Πλαισίου,12220030133,Πλαίσιον,το,το,,
1222003013302,Κώτσικα,28,28,71,83,102,104,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Πλαισίου,12220030133,Κώτσικα,η,η,,
1222003013401,Πλάτανος,5,5,21,35,64,81,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Πλατάνου,12220030134,Πλάτανος,ο,ο,,
1222003013501,Ραβενή,123,122,100,143,105,179,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Ραβενής,12220030135,Ραβενή,η,η,39.65336,20.48667
1222003013601,Ριζό,51,101,61,72,119,167,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Ριζού,12220030136,Ριζόν,το,το,,
1222003013602,Χλομός,13,19,24,22,23,23,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Ριζού,12220030136,Χλομός,ο,ο,,
1222003013701,Σίδερη,65,69,123,136,100,119,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Σίδερης,12220030137,Σίδερη,η,η,39.58717,20.34514
1222003013801,Τρικόρυφο,177,181,244,245,254,273,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Τρικορύφου,12220030138,Τρικόρυφον,το,το,39.59511,20.28325
1222003013802,Φράγμα Καλαμά,24,24,43,43,23,23,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Τρικορύφου,12220030138,Φράγμα Καλαμά,το,το,,
1222003013901,Τσαμαντάς,71,70,84,94,127,141,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Τσαμαντά,12220030139,Τσαμαντάς,ο,ο,39.77767,20.34561
1222003013902,Καμίτσανη,25,25,29,29,20,30,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Τσαμαντά,12220030139,Καμίτσανη,η,η,39.76182,20.36349
1222003014001,Φανερωμένη,26,25,26,26,34,43,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Φανερωμένης,12220030140,Φανερωμένη,η,η,,
1222003014101,Φοινίκι,60,68,102,142,136,138,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Φοινικίου,12220030141,Φοινίκιον,το,το,,
1222003014201,Χαραυγή,20,19,10,50,51,87,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Χαραυγής,12220030142,Χαραυγή,η,η,,
1222003014202,Αγία Βαρβάρα,18,18,9,18,20,41,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΦΙΛΙΑΤΩΝ,Χαραυγής,12220030142,Αγία Βαρβάρα,η,η,,
1222003020101,Ασπροκκλήσι,488,503,531,562,538,567,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΣΑΓΙΑΔΑΣ,Ασπροκκλησίου,12220030201,Ασπροκκλήσιον,το,το,39.61478,20.22308
1222003020201,Κεστρίνη,298,306,310,314,341,344,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΣΑΓΙΑΔΑΣ,Κεστρίνης,12220030202,Κεστρίνη,η,η,39.55972,20.19742
1222003020301,Ράγι,151,148,154,161,141,159,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΣΑΓΙΑΔΑΣ,Ραγίου,12220030203,Ράγιον,το,το,39.57725,20.24522
1222003020401,Σαγιάδα,594,593,834,879,778,803,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΣΑΓΙΑΔΑΣ,Σαγιάδας,12220030204,Σαγιάδα,η,η,39.62333,20.19433
1222003020501,Σμέρτος,209,205,225,244,202,201,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,ΣΑΓΙΑΔΑΣ,Σμέρτου,12220030205,Σμέρτος,ο,ο,39.60108,20.2405
1222101010101,Πρέβεζα,19042,18904,16894,16321,14421,13695,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,Πρεβέζης,12221010101,Πρέβεζα,η,η,,
1222101010102,Άγιος Θωμάς,460,453,338,337,543,541,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,Πρεβέζης,12221010101,Άγιος Θωμάς,ο,ο,38.97539,20.78794
1222101010103,Καλαμίτσι,89,81,71,68,0,0,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,Πρεβέζης,12221010101,Καλαμίτσι,το,το,,
1222101010104,Νεοχώρι,274,268,246,249,242,247,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,Πρεβέζης,12221010101,Νεοχώριον,το,το,38.98411,20.7805
1222101010105,Ψαθάκι,930,935,740,749,623,636,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,Πρεβέζης,12221010101,Ψαθάκι,το,το,38.97442,20.76578
1222101010201,Μιχαλίτσι,339,343,267,309,309,320,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,Μιχαλιτσίου,12221010102,Μιχαλίτσιον,το,το,39.03742,20.74733
1222101010202,Άγιος Νικόλαος,51,51,55,65,58,69,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,Μιχαλιτσίου,12221010102,Άγιος Νικόλαος,ο,ο,39.03201,20.75901
1222101010301,Μύτικας,1142,1146,858,860,811,866,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,Μύτικα,12221010103,Μύτικας,ο,ο,38.99744,20.70639
1222101010401,Νικόπολιδα,309,306,274,328,347,315,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,Νικοπόλεως,12221010104,Νικόπολις,η,η,,
1222101010402,Μάζωμα,20,20,16,15,16,16,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,Νικοπόλεως,12221010104,Μάζωμα,το,το,,
1222101010501,Φλάμπουρα,197,197,225,304,196,181,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,Φλαμπούρων,12221010105,Φλάμπουρα,τα,τα,39.06147,20.75175
1222101020101,Κανάλι,907,914,897,927,791,835,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΖΑΛΟΓΓΟΥ,Καναλίου,12221010201,Κανάλιον,το,το,39.07044,20.70039
1222101020102,Καστροσυκιά,127,122,209,206,197,190,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΖΑΛΟΓΓΟΥ,Καναλίου,12221010201,Καστροσυκιά,η,η,39.10503,20.63936
1222101020103,Μάζι,41,43,49,47,51,62,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΖΑΛΟΓΓΟΥ,Καναλίου,12221010201,Μάζιον,το,το,39.10386,20.68194
1222101020104,Νέα Θέσιδα,97,92,101,103,101,104,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΖΑΛΟΓΓΟΥ,Καναλίου,12221010201,Νέα Θέσις,η,η,,
1222101020105,Πήδημα Κυράς,90,90,70,71,61,61,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΖΑΛΟΓΓΟΥ,Καναλίου,12221010201,Πήδημα Κυράς,το,το,,
1222101020201,Βράχος,147,148,131,133,172,178,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΖΑΛΟΓΓΟΥ,Βράχου,12221010202,Βράχος,ο,ο,39.16458,20.57117
1222101020202,Λυγιά,151,166,189,213,168,184,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΖΑΛΟΓΓΟΥ,Βράχου,12221010202,Λυγιά,η,η,39.15342,20.56775
1222101020203,Παραλία,41,40,41,41,26,30,ΗΠΕΙΡΟΥ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,ΖΑΛΟΓΓΟΥ,Βράχου,12221010202,Παραλία,η,η,,
