,desc,iure11,facto11,iure01,facto01,iure91,facto91,perifereia,nomos,dimos,dimenot,koinot,kath,article_kath,article_dim,lat,long,elev,mean_temp
4727,Ευκάλυπτος,10,16,16,16,17,18,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΑΤΑΛΑΝΤΗΣ,Κυπαρισσίου,Ευκάλυπτος,ο,ο,38.62966,23.07399,,
4728,Κυρτώνη,445,460,476,644,593,695,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΑΤΑΛΑΝΤΗΣ,Κυρτώνης,Κυρτώνη,η,η,38.58578,23.03972,,
4729,Μεγαπλάτανος,418,420,411,423,405,411,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΑΤΑΛΑΝΤΗΣ,Μεγαπλατάνου,Μεγαπλάτανος,ο,ο,38.68252,23.00079,,
4730,Τραγάνα,864,890,980,1175,764,860,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΑΤΑΛΑΝΤΗΣ,Τραγάνας,Τραγάνα,η,η,38.61977,23.12296,,
4731,Μικρόβιβος,4,4,11,31,2,17,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΑΤΑΛΑΝΤΗΣ,Τραγάνας,Μικρόβιβος,ο,ο,38.63192,23.12648,,
4732,Λιβανάτες,2559,2547,2912,3023,2532,2725,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΔΑΦΝΟΥΣΙΩΝ,Λιβανατών,Λιβανάται,αι,οι,38.711,23.0503,,
4733,Αρκίτσα,840,864,774,825,782,784,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΔΑΦΝΟΥΣΙΩΝ,Αρκίτσας,Αρκίτσα,η,η,,,,
4734,Αγία Αικατερίνη,31,33,24,111,5,14,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΔΑΦΝΟΥΣΙΩΝ,Αρκίτσας,Αγία Αικατερίνη,η,η,,,,
4735,Άγιος Νικόλαος,26,63,85,139,52,73,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΔΑΦΝΟΥΣΙΩΝ,Αρκίτσας,Άγιος Νικόλαος,ο,ο,38.74662,22.95653,,
4736,Καλυψώ,11,14,29,38,8,9,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΔΑΦΝΟΥΣΙΩΝ,Αρκίτσας,Καλυψώ,η,η,38.74371,22.99323,,
4737,Μελιδόι,23,23,23,22,32,33,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΔΑΦΝΟΥΣΙΩΝ,Αρκίτσας,Μελιδόνι,το,το,,,,
4738,Πουρνάρα,8,15,0,0,0,0,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΔΑΦΝΟΥΣΙΩΝ,Αρκίτσας,Πουρνάρα,η,η,38.733,22.9737,,
4739,Γυλέμι,131,130,141,168,199,240,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΔΑΦΝΟΥΣΙΩΝ,Γουλεμίου,Γουλέμιον,το,το,,,,
4740,Μαλεσίνα,3833,3723,4227,4227,3945,4081,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΜΑΛΕΣΙΝΗΣ,Μαλεσίνης,Μαλεσίνα,η,η,38.62225,23.2337,,
4741,Θεολόγος,499,493,477,803,567,721,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΜΑΛΕΣΙΝΗΣ,Μαλεσίνης,Θεολόγος,ο,ο,38.65229,23.19804,,
4742,Λεκούνα,3,6,13,38,0,0,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΜΑΛΕΣΙΝΗΣ,Μαλεσίνης,Λεκούνα,η,η,38.65014,23.23754,,
4743,Μάζι,90,101,106,109,110,127,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΜΑΛΕΣΙΝΗΣ,Μαλεσίνης,Μάζιον,το,το,38.60814,23.20911,,
4744,Μονή Αγίου Γεωργίου,2,2,2,2,23,27,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΜΑΛΕΣΙΝΗΣ,Μαλεσίνης,Μονή Αγίου Γεωργίου,η,η,,,,
4745,Προσκυνάς,99,111,168,225,143,218,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΜΑΛΕΣΙΝΗΣ,Προσκυνά,Προσκυνάς,ο,ο,38.61043,23.1669,,
4746,Μαρτίνο,1916,1897,2349,3005,2602,2917,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΟΠΟΥΝΤΙΩΝ,Μαρτίνου,Μαρτίνον,το,το,38.56817,23.21458,,
4747,Μεταλλείο Τσούκκας,7,7,11,14,0,0,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΟΠΟΥΝΤΙΩΝ,Μαρτίνου,Μεταλλείον Τσούκκας,το,το,38.55741,23.21304,,
4748,Λάρυμνα,883,879,1085,1087,931,842,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΟΠΟΥΝΤΙΩΝ,Λαρύμνης,Λάρυμνα,η,η,38.56555,23.28484,,
4749,Λαγοήσι,22,21,82,82,0,0,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΟΠΟΥΝΤΙΩΝ,Λαρύμνης,Λαγονήσι,το,το,,,,
4750,Μεταλλεία,373,375,326,326,520,567,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,ΟΠΟΥΝΤΙΩΝ,Λαρύμνης,Μεταλλεία,τα,τα,38.56617,23.29923,,
4751,Σπερχειάς,2691,2708,2874,2875,2586,2957,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Σπερχειάδος,Σπερχειάς,η,η,,,,
4752,Άγιος Σώστης,240,239,307,310,260,277,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Αγίου Σώστου,Άγιος Σώστης,ο,ο,38.89688,22.16505,,
4753,Δίλοφο,67,66,87,99,45,53,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Αγίου Σώστου,Δίλοφον,το,το,38.86066,22.1281,,
4754,Ανατολή,166,165,127,236,70,106,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Ανατολής,Ανατολή,η,η,38.77108,22.12625,,
4755,Αργύρια,303,303,397,403,85,175,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Αργυρίων,Αργύρια,τα,τα,38.79674,22.05535,,
4756,Γαρδίκι,231,353,420,462,386,393,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Γαρδικίου,Γαρδίκιον,το,το,38.83489,21.97296,,
4757,Κουρελέικα,32,35,0,0,0,0,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Γαρδικίου,Κουρελέικα,τα,τα,38.84211,21.95566,,
4758,Κουτσούφλιανη,66,66,74,99,81,85,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Γαρδικίου,Κουτσούφλιανη,η,η,38.8913,21.9974,,
4759,Κάτω Καλλιθέα,157,158,294,301,235,258,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Καλλιθέας Σπερχειάδος,Κάτω Καλλιθέα,η,η,38.90239,22.15872,,
4760,Άνω Καλλιθέα,85,50,196,210,85,169,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Καλλιθέας Σπερχειάδος,Άνω Καλλιθέα,η,η,38.87861,22.10655,,
4761,Κάτω Καμπιά,142,148,120,159,85,147,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Καμπιών,Κάτω Καμπιά,τα,τα,38.89805,22.03209,,
4762,Άνω Καμπιά,4,5,6,13,2,7,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Καμπιών,Άνω Καμπιά,τα,τα,38.86888,22.04439,,
4763,Χάνια Καμπιών,10,17,14,14,1,4,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Καμπιών,Χάνια Καμπιών,τα,τα,38.89078,22.02091,,
4764,Κανάλια,242,253,183,246,109,127,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Καναλίων,Κανάλια,τα,τα,,,,
4765,Κάτω Κανάλια,62,61,60,65,48,54,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Καναλίων,Κάτω Κανάλια,τα,τα,38.88268,21.97248,,
4766,Κλωνί,144,147,356,355,162,276,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Κλωνίου,Κλωνίον,το,το,38.90409,22.10238,,
4767,Ανοίγματα,37,38,57,57,23,25,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Κλωνίου,Ανοίγματα,τα,τα,38.90917,22.11252,,
4768,Τριφύλλια,43,43,50,50,36,36,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Κλωνίου,Τριφύλλια,τα,τα,38.91197,22.09986,,
4769,Κολοκυθιά,120,219,305,335,69,156,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Κολοκυθιάς,Κολοκυθιά,η,η,38.78833,22.07934,,
4770,Κυριακχώρι,190,173,352,387,188,247,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Κυριακοχωρίου,Κυριακοχώριον,το,το,,,,
4771,Λευκάς,394,390,651,833,468,492,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Λευκάδος,Λευκάς,η,η,,,,
4772,Μάρμαρα,231,249,373,443,214,246,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Μαρμάρων,Μάρμαρα,τα,τα,38.8035,22.1069,,
4773,Μεσοποταμιά,377,377,439,474,432,478,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Μεσοποταμιάς,Μεσοποταμιά,η,η,38.92436,22.16599,,
4774,Νικλίτσι,48,65,49,64,45,57,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Νικολιτσίου,Νικολίτσιον,το,το,,,,
4775,Παλαιοβράχα,419,413,567,576,398,469,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Παλαιοβράχας,Παλαιοβράχα,η,η,38.89952,22.06183,,
4776,Παλαιχώρι,120,135,78,162,178,219,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Παλαιοχωρίου Τυμφρηστού,Παλαιοχώριον,το,το,,,,
4777,Περιβλι,127,148,152,151,86,91,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Περιβολίου Φθιώτιδος,Περιβόλιον,το,το,,,,
4778,Πίτσι,89,80,53,164,73,108,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Πιτσίου,Πίτσιον,το,το,38.88666,21.96062,,
4779,Πλάτανος,84,79,79,102,65,114,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Πλατάνου,Πλάτανος,ο,ο,38.82046,21.99477,,
4780,Πουγκάκια,126,145,51,118,113,132,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Πουγκακίων,Πουγκάκια,τα,τα,38.85114,21.93167,,
4781,Βλάχικος,27,27,19,40,32,43,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Πουγκακίων,Βλάχικος,ο,ο,38.85751,21.92272,,
4782,Κέδρα,27,27,9,43,10,14,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Πουγκακίων,Κέδρα,τα,τα,38.85095,21.93886,,
4783,Μαστοραίικα,14,14,19,20,23,27,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Πουγκακίων,Μαστοραίικα,τα,τα,38.85737,21.933,,
4784,Νεχώρι,14,14,24,24,34,37,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Πουγκακίων,Νεοχώριον,το,το,,,,
4785,Φτέρη,512,512,656,670,395,457,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Φτέρης,Φτέρη,η,η,,,,
4786,Άνω Φτέρη,39,38,32,34,6,37,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΣΠΕΡΧΕΙΑΔΟΣ,Φτέρης,Άνω Φτέρη,η,η,38.88438,22.05191,,
4787,Άγιος Γεώργιος,420,429,608,814,668,783,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Αγίου Γεωργίου Φθιώτιδος,Άγιος Γεώργιος,ο,ο,,,,
4788,Ασπρόκαμπος,15,15,0,0,0,0,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Αγίου Γεωργίου Φθιώτιδος,Ασπρόκαμπος,ο,ο,38.96777,21.95352,,
4789,Νεχωράκι,45,45,73,107,109,113,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Αγίου Γεωργίου Φθιώτιδος,Νεοχωράκιον,το,το,,,,
4790,Βίτολη,245,254,245,336,285,347,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Βίτολης,Βίτολη,η,η,38.93671,22.03784,,
4791,Δίκαστρο,283,290,97,310,141,188,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Δικάστρου,Δίκαστρον,το,το,38.9923,21.94244,,
4792,Μαυρίλο,146,169,167,230,142,238,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Μαυρίλου,Μαυρίλον,το,το,38.94693,21.88047,,
4793,Μεγάλη Κάψη,215,226,145,199,171,213,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Μεγάλης Κάψης,Μεγάλη Κάψη,η,η,38.9289,21.91215,,
4794,Μερκάδα,356,365,199,363,172,333,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Μερκάδας,Μερκάδα,η,η,38.94459,21.91189,,
4795,Μεσαία Κάψη,53,69,49,62,68,110,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Μεσαίας Κάψης,Μεσαία Κάψη,η,η,38.92052,21.92946,,
4796,Νεχώρι,68,75,59,113,61,160,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Νεοχωρίου Τυμφρηστού,Νεοχώριον,το,το,,,,
4797,Παλαιόκαστρο,74,116,146,169,118,241,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Παλαιοκάστρου,Παλαιόκαστρον,το,το,,,,
4798,Περίβλεπτο,28,32,24,72,20,41,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Περιβλέπτου,Περίβλεπτον,το,το,39.00183,21.91423,,
4799,Πιτσιωτά,101,114,75,158,50,114,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Πιτσιωτών,Πιτσιωτά,τα,τα,39.01659,21.90809,,
4800,Πτελέα,256,266,193,345,255,286,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,Πτελέας,Πτελέα,η,η,38.93266,22.00843,,
4801,Μακρακώμη,2245,2259,1958,2226,2570,2717,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,Μακρακώμης,Μακρακώμη,η,η,38.9415,22.11535,,
4802,Αρχάνι,363,362,465,538,415,445,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,Αρχανίου,Αρχάνιον,το,το,38.97222,22.16661,,
4803,Ασβέστι,74,71,77,150,73,94,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,Ασβεστίου,Ασβέστιον,το,το,39.01482,22.13097,,
4804,Γιαννιτσού,363,363,381,454,465,488,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,Γιαννιτσούς,Γιαννιτσού,η,η,,,,
4805,Γραμμένη,335,333,362,368,416,404,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,Γραμμένης,Γραμμένη,η,η,38.96528,22.19642,,
4806,Καστρί,437,429,507,542,469,505,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,Καστρίου,Καστρίον,το,το,38.94589,22.20358,,
4807,Παλιύρι,128,129,138,148,109,120,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,Καστρίου,Παλιούριον,το,το,,,,
4808,Λιτόσελο,66,64,59,103,25,85,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,Λιτοσέλου,Λιτόσελον,το,το,38.97319,21.99673,,
4809,Μάκρη,307,307,414,500,351,493,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,Μάκρης,Μάκρη,η,η,38.94686,22.14432,,
4810,Παλαιά Γιαννιτσού,174,171,241,306,170,199,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,Παλαιάς Γιαννιτσούς,Παλαιά Γιαννιτσού,η,η,39.03359,22.07488,,
4811,Παππάς,64,62,113,162,128,135,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,Παππά,Παππάς,ο,ο,39.06927,22.06913,,
