code,location,mon_plith,astikotita,orinotita,ekt
4626001010111,"Παλαιά Καμένη,η",1,,,
4626001010112,"Χριστιανά,τα (νησίς)",0,,,
46260010102,Τοπική Κοινότητα Ακρωτηρίου,489,False,0.0,6.849
4626001010201,"Ακρωτήριον,το",355,,,
4626001010202,"Άγιος Νικόλαος,ο",54,,,
4626001010203,"Φάρος,ο - Μέσα Χωριό,το",80,,,
46260010103,Τοπική Κοινότητα Βόθωνος,756,False,0.0,2.813
4626001010301,"Βόθων,ο",699,,,
4626001010302,"Αγία Παρασκευή,η",57,,,
46260010104,Τοπική Κοινότητα Βουρβούλου,535,False,0.0,4.122
4626001010401,"Βουρβούλος,ο",535,,,
46260010105,Δημοτική Κοινότητα Εμπορείου,3085,False,0.0,10.962
4626001010501,"Εμπορείον,το",1938,,,
4626001010502,"Άγιος Γεώργιος,ο",343,,,
4626001010503,"Εξωμύτης,ο",126,,,
4626001010504,"Πέρισσα,η",678,,,
46260010106,Τοπική Κοινότητα Έξω Γωνιάς,395,False,0.0,3.158
4626001010601,"Έξω Γωνιά,η",326,,,
4626001010602,"Περιβόλια,τα",69,,,
46260010107,Δημοτική Κοινότητα Επισκοπής Γωνιάς,1462,False,1.0,5.113
4626001010701,"Επισκοπή Γωνιάς,η",118,,,
4626001010702,"Καμάριον,το",1344,,,
46260010108,Τοπική Κοινότητα Ημεροβιγλίου,535,False,1.0,4.366
4626001010801,"Ημεροβίγλιον,το",431,,,
4626001010802,"Παναγία Καλού,η",104,,,
46260010109,Δημοτική Κοινότητα Καρτεράδου,1293,False,0.0,3.528
4626001010901,"Καρτεράδος,ο",1238,,,
4626001010902,"Έξω Γιαλός,ο (Δ.Κ.Καρτεράδου)",55,,,
46260010110,Τοπική Κοινότητα Μεγαλοχωρίου,594,False,0.0,6.483
4626001011001,"Μεγαλοχώριον,το",594,,,
46260010111,Δημοτική Κοινότητα Μεσαριάς,2092,False,0.0,6.076
4626001011101,"Μεσαριά,η",1593,,,
4626001011102,"Μονόλιθος,ο",499,,,
46260010112,Τοπική Κοινότητα Πύργου Καλλίστης,912,False,1.0,5.873
4626001011201,"Πύργος Καλλίστης,ο",884,,,
4626001011202,"Μονή Προφήτου Ηλιού,η",19,,,
4626001011203,"Όρμος Αθηνιός,ο",9,,,
462600102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΙΑΣ,1545,,0.0,19.33
46260010201,Τοπική Κοινότητα Οίας,1226,False,0.0,10.104
4626001020101,"Οία,η",665,,,
4626001020102,"Θόλος,ο",197,,,
4626001020103,"Κολούμπος,ο",23,,,
4626001020104,"Όρμος Αμμουδιού,ο",23,,,
4626001020105,"Όρμος Αρμένης,ο",4,,,
4626001020106,"Παράδεισος,ο",92,,,
4626001020107,"Φοινικιά,η",222,,,
46260010202,Δημοτική Κοινότητα Θηρασίας,319,False,0.0,9.226
4626001020201,"Θηρασία,η",160,,,
4626001020202,"Αγία Ειρήνη,η",39,,,
4626001020203,"Αγριλιά,η",2,,,
4626001020204,"Όρμος Κόρφου,ο",5,,,
4626001020205,"Ποταμός,ο",113,,,
4626002,ΔΗΜΟΣ ΑΝΑΦΗΣ,271,False,1.0,40.617
4626002000001,"Ανάφη,η",256,,,
4626002000002,"Κλησίδι,το",12,,,
4626002000003,"Μακρά,η (νησίς)",0,,,
4626002000004,"Όρμος Αγίου Νικολάου,ο",3,,,
4626002000005,"Παχειά,τα (νησίς)",0,,,
4626002000006,"Φτενά,τα (νησίς)",0,,,
4626003,ΔΗΜΟΣ ΙΗΤΩΝ,2024,False,1.0,108.619
4626003000001,"Ίος,η",1754,,,
4626003000002,"Αγία Θεοδότη,η",12,,,
4626003000003,"Επάνω Κάμπος,ο",57,,,
4626003000004,"Κουμπάρα,η",16,,,
4626003000005,"Μαγγανάρι,το",29,,,
4626003000006,"Μπούρης,ο",31,,,
4626003000007,"Μυλοπότας,ο",120,,,
4626003000008,"Πεταλίδι,το (νησίς)",0,,,
4626003000009,"Ψάθη,η",5,,,
4626004,ΔΗΜΟΣ ΣΙΚΙΝΟΥ,273,False,1.0,43.27
4626004000001,"Σίκινος,η",184,,,
4626004000002,"Αβολαδονήσιο,το (νησίς)",0,,,
4626004000003,"Αλοπρόνοια,η",89,,,
4626004000004,"Καλόγερος,ο (νησίς)",0,,,
4626004000005,"Κάραβος,ο (νησίς)",0,,,
4626004000006,"Καρδιώτισσα,η (νησίς)",0,,,
4626005,ΔΗΜΟΣ ΦΟΛΕΓΑΝΔΡΟΥ,765,,1.0,32.484
46260050001,Τοπική Κοινότητα Φολεγάνδρου,513,False,1.0,18.818
4626005000101,"Φολέγανδρος,η",425,,,
4626005000102,"Άγιος Ιωάννης,ο (νησίς)",0,,,
4626005000103,"Τρία Αδέλφια,τα (νησίς)",0,,,
4626005000104,"Καραβοστάσης,ο",87,,,
4626005000105,"Λιβάδιον,το",1,,,
46260050002,Τοπική Κοινότητα Άνω Μεριάς,252,False,1.0,13.666
4626005000201,"Άνω Μεριά,η",243,,,
4626005000202,"Άγιος Γεώργιος,ο",0,,,
4626005000203,"Αγκάλη,η",9,,,
46261,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΛΥΜΝΟΥ,29452,,,399.442
4626101,ΔΗΜΟΣ ΚΑΛΥΜΝΙΩΝ,16179,True,1.0,134.281
4626101000001,"Κάλυμνος,η (Ποθαία)",12324,,,
4626101000002,"Αργινώντα,τα",17,,,
4626101000003,"Άργος,το",278,,,
4626101000004,"Βαθύς,ο",492,,,
4626101000005,"Βλυχάδια,τα",68,,,
4626101000006,"Βοθύνοι,οι",245,,,
4626101000007,"Εμπορειός,ο",56,,,
4626101000008,"Ίμια - Λιμνιά δύο,τα (νησίς)",0,,,
4626101000009,"Ίμια - Λιμνιά ένα,τα (νησίς)",0,,,
4626101000010,"Καλαβρός,ο (νησίς)",0,,,
4626101000011,"Καλόλιμνος,η (νησίς)",2,,,
4626101000012,"Καμάριον,το",86,,,
4626101000013,"Μυρτέαι,αι",325,,,
4626101000014,"Νερά,τα (νησίς)",0,,,
4626101000015,"Πάνορμος,η",2069,,,
4626101000016,"Πλάτη,η (νησίς)",2,,,
4626101000017,"Σαφονήδι,το (νησίς)",0,,,
4626101000018,"Σκαλιά,τα",41,,,
4626101000019,"Τέλενδος,η (νησίς)",94,,,
4626101000020,"Ψέριμος,η (νησίς)",80,,,
4626102,ΔΗΜΟΣ ΑΓΑΘΟΝΗΣΙΟΥ,185,False,1.0,14.417
4626102000001,"Μεγάλο Χωριό,το",168,,,
4626102000002,"Γλάρος,ο (νησίς)",0,,,
4626102000003,"Κουνέλι,το (νησίς)",0,,,
4626102000004,"Μικρό Χωριό,το",17,,,
4626102000005,"Νερά,τα (νησίς)",0,,,
4626102000006,"Ψαθονήσιο,το (νησίς)",0,,,
4626103,ΔΗΜΟΣ ΑΣΤΥΠΑΛΑΙΑΣ,1334,False,1.0,113.368
4626103000001,"Αστυπάλαια,η",1055,,,
4626103000002,"Αγία Κυριακή,η (νησίς)",0,,,
4626103000003,"Αδελφοί,οι (νησίς)",0,,,
4626103000004,"Ανάληψις,η",159,,,
4626103000005,"Αυγό,το (νησίς)",0,,,
4626103000006,"Γλυνό,το (νησίς)",0,,,
4626103000008,"Ζαφοράς,ο (νησίς)",0,,,
4626103000009,"Κατσαγρέλλι,το (νησίς)",0,,,
4626103000010,"Κουνούποι,οι (νησίς)",0,,,
4626103000011,"Κουτσομύτι,το (νησίς)",0,,,
4626103000012,"Λιβάδια,τα",110,,,
4626103000013,"Βαθύ,το",10,,,
4626103000014,"Μεσονήσι,το (νησίς)",0,,,
4626103000015,"Οφιδούσσα,η (νησίς)",0,,,
4626103000016,"Πλακίδα,η (νησίς)",0,,,
4626103000017,"Ποντικούσα,η (νησίς)",0,,,
4626103000018,"Στεφάνια,τα (νησίς)",0,,,
4626103000019,"Σύρνα,η (νησίς)",0,,,
4626103000020,"Τηγάνι,το (νησίς)",0,,,
4626103000021,"Φωκιονήσια,τα (νησίς)",0,,,
4626103000022,"Χονδρό,το (νησίς)",0,,,
4626103000023,"Χονδρονήσι,το (νησίς)",0,,,
4626104,ΔΗΜΟΣ ΛΕΙΨΩΝ,790,False,0.0,17.121
4626104000001,"Λειψοί,οι",790,,,
4626104000002,"Φράγκος,ο (νησίς)",0,,,
4626105,ΔΗΜΟΣ ΛΕΡΟΥ,7917,True,0.0,75.224
4626105000001,"Αγία Μαρίνα,η",2372,,,
4626105000002,"Άλινδα,τα",748,,,
4626105000003,"Αρχάγγελος,ο (νησίς)",0,,,
4626105000004,"Βελόνα,η (νησίς)",0,,,
4626105000005,"Γλάρος,ο (νησίς)",0,,,
4626105000006,"Γούρνα,η",282,,,
4626105000007,"Δρυμών,ο",284,,,
4626105000008,"Καμάρα,η",643,,,
4626105000009,"Κίναρος,η (νησίς)",0,,,
4626105000010,"Κόκκαλη,η",182,,,
4626105000011,"Λακκίον,το",2058,,,
4626105000012,"Λέβιθα,τα (νησίς)",0,,,
4626105000013,"Μαύρα,τα (νησίς)",0,,,
4626105000014,"Μεγάλο Λιβάδι,το (νησίς)",0,,,
4626105000015,"Ξηρόκαμπος,ο",514,,,
4626105000016,"Παρθένιον,το",172,,,
4626105000017,"Πηγανούσσα,η (νησίς)",0,,,
4626105000018,"Πλάκα,η (νησίς)",0,,,
4626105000019,"Πλάκες,οι",253,,,
4626105000020,"Στρογγυλή,η (νησίς)",0,,,
4626105000021,"Τεμένια,τα",399,,,
4626105000022,"Τρυπητή,η (νησίς)",0,,,
4626105000023,"Φαρμακονήσιον,το (νησίς)",10,,,
4626106,ΔΗΜΟΣ ΠΑΤΜΟΥ,3047,False,0.0,45.031
4626106000001,"Πάτμος,η",541,,,
4626106000002,"Αβάπτιστος,ο (νησίς)",0,,,
4626106000003,"Αγία Θέκλα,η (νησίς)",0,,,
4626106000004,"Άγιος Γεώργιος,ο (νησίς)",0,,,
4626106000005,"Αγρελούσσα,η (νησίς)",0,,,
4626106000006,"Άνυδρο,το (νησίς)",0,,,
4626106000007,"Αρκοί,οι (νησίς)",44,,,
4626106000008,"Γρίγος,ο",77,,,
4626106000009,"Καλόβολος,ο (νησίς)",0,,,
4626106000010,"Κάμπος,ο",633,,,
4626106000011,"Κόμαρος,ο (νησίς)",0,,,
4626106000012,"Μακρονήσι,το (νησίς)",0,,,
4626106000013,"Νερά,τα (νησίς)",0,,,
4626106000014,"Μάραθος,η (νησίς)",5,,,
4626106000015,"Πετροκάραβο,το (νησίς)",0,,,
4626106000016,"Σκάλα,η",1747,,,
4626106000017,"Σκλάβες,οι (νησίς)",0,,,
4626106000018,"Σμυνερονήσι,το (νησίς)",0,,,
4626106000019,"Σπαθαθονήσι,το (νησίς)",0,,,
4626106000020,"Στρογγυλό,το (νησίς)",0,,,
4626106000021,"Τραγονήσι,το (νησίς)",0,,,
4626106000022,"Τσούκα,η (νησίς)",0,,,
4626106000023,"Τσουκάκι,το (νησίς)",0,,,
4626106000024,"Χιλιομόδι,το (νησίς)",0,,,
4626106000025,"Ψαθονήσι,το (νησίς)",0,,,
46262,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΠΑΘΟΥ,7310,,,394.009
4626201,ΔΗΜΟΣ ΚΑΡΠΑΘΟΥ,6226,,,323.83
462620101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΡΠΑΘΟΥ,5670,,1.0,219.925
46262010101,Δημοτική Κοινότητα Καρπάθου,2788,True,0.0,14.951
4626201010101,"Κάρπαθος,η",2707,,,
4626201010102,"Άφωτη,η (νησίς)",0,,,
4626201010103,"Γαϊδουρονήσι,το (νησίς)",0,,,
4626201010104,"Δεσποτικό,το (νησίς)",0,,,
4626201010105,"Πλατύολο,το",81,,,
46262010102,Τοπική Κοινότητα Απερίου,355,False,1.0,25.389
4626201010201,"Απέριον,το",353,,,
4626201010202,"Κατώδιο,το",0,,,
4626201010203,"Κυρά Παναγιά,η",0,,,
4626201010204,"Μυρτώνας,ο",2,,,
46262010103,Τοπική Κοινότητα Αρκάσας,564,False,0.0,17.392
4626201010301,"Αρκάσα,η",531,,,
4626201010302,"Διακόφτης,ο (νησίς)",0,,,
4626201010303,"Φοινίκιον,το",33,,,
4626201010304,"Χαρκιάς,ο (νησίς)",0,,,
46262010104,Τοπική Κοινότητα Βωλάδας,264,False,2.0,30.781
4626201010401,"Βωλάδα,η",251,,,
4626201010402,"Λάστος,η",13,,,
46262010105,Τοπική Κοινότητα Μενετών,662,False,0.0,44.477
4626201010501,"Μενεταί,αι",416,,,
4626201010502,"Άγιος Ιωάννης Αφιάρτη,ο",1,,,
4626201010503,"Κήπος Αφιάρτη,ο",123,,,
4626201010504,"Λακκί,το",122,,,
4626201010505,"Μοίρα,η (νησίς)",0,,,
4626201010506,"Νισιερός,ο (νησίς)",0,,,
4626201010507,"Πρασονήσι,το (νησίς)",0,,,
46262010106,Τοπική Κοινότητα Μεσοχωρίου,371,False,1.0,35.812
4626201010601,"Μεσοχώριον,το",225,,,
4626201010602,"Λευκός,ο",57,,,
4626201010603,"Κάτω Λευκός,ο",89,,,
4626201010604,"Νησί,το (νησίς)",0,,,
4626201010605,"Σώκαστρο,το (νησίς)",0,,,
46262010107,Τοπική Κοινότητα Όθους,281,False,2.0,11.481
4626201010701,"Όθος,το",265,,,
4626201010702,"Κάλλενες,οι",6,,,
4626201010703,"Στες,οι",10,,,
46262010108,Τοπική Κοινότητα Πυλών,216,False,1.0,23.136
4626201010801,"Πυλαί,αι",216,,,
46262010109,Τοπική Κοινότητα Σπόων,169,False,2.0,16.506
4626201010901,"Σπόα,τα",162,,,
4626201010902,"Άγιος Νικόλαος,ο",7,,,
462620102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΛΥΜΠΟΥ,556,,1.0,103.905
46262010201,Τοπική Κοινότητα Ολύμπου,556,False,1.0,103.905
4626201020101,"Όλυμπος,ο",270,,,
4626201020103,"Ατσακιδόπουλο,το (νησίς)",0,,,
4626201020104,"Αυλώνα,η",7,,,
4626201020105,"Διαφάνιον,το",228,,,
4626201020107,"Σαριά,η (νησίς)",45,,,
4626201020108,"Τρίστομον,το",6,,,
4626202,ΔΗΜΟΣ ΚΑΣΟΥ,1084,False,1.0,70.179
4626202000001,"Φρύ,το",357,,,
4626202000002,"Αγία Μαρίνα,η",444,,,
4626202000003,"Αρβανιτοχώριον,το",169,,,
4626202000004,"Αρμάθια,τα (νησίς)",0,,,
4626202000005,"Καροφύλλα,η (νησίς)",0,,,
4626202000006,"Κούρικα,τα (νησίς)",0,,,
4626202000007,"Λίτρα,η (νησίς)",0,,,
4626202000008,"Μακρονήσι,το (νησίς)",0,,,
4626202000009,"Παναγία,η",34,,,
4626202000010,"Πλάτη,η (νησίς)",0,,,
4626202000011,"Πόλιον,το",80,,,
4626202000012,"Ποντικονήσια,τα (νησίς)",0,,,
4626202000013,"Ποριονήσι,το (νησίς)",0,,,
4626202000014,"Στρογγύλη,η (νησίς)",0,,,
4626202000015,"Αστακίδα,η (νησίς)",0,,,
4626202000016,"Διβούνια,τα (νησίς)",0,,,
4626202000017,"Χαμηλή,η (νησίς)",0,,,
46263,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΑΣ - ΚΥΘΝΟΥ,3911,,,248.7
4626301,ΔΗΜΟΣ ΚΕΑΣ,2455,,1.0,148.782
46263010001,Δημοτική Κοινότητα Ιουλίδος,1406,False,1.0,107.852
4626301000101,"Ιουλίδα,η",633,,,
4626301000102,"Αγία Μαρίνα,η",3,,,
4626301000103,"Αγία Μαύρα,η",44,,,
4626301000104,"Άγιος Θεόδωρος,ο",33,,,
4626301000105,"Άγιος Νικόλαος,ο",19,,,
4626301000106,"Άγιος Συμεών,ο",44,,,
4626301000107,"Αστράς,ο",21,,,
4626301000108,"Ελληνικά,τα",33,,,
4626301000109,"Ζωοδόχος Πηγή,η",29,,,
4626301000110,"Καμπί,το",9,,,
4626301000111,"Καστανιές,οι",41,,,
4626301000112,"Καστριανή,η",18,,,
4626301000113,"Κάτω Μεριά,η",92,,,
4626301000114,"Κοκκινάδα,η",11,,,
4626301000115,"Κούνδουρος,ο",17,,,
4626301000116,"Λιγιά,η",2,,,
4626301000117,"Μύλοι,οι",48,,,
4626301000118,"Όρκος,ο",13,,,
4626301000119,"Πέρα Μεριά,η",47,,,
4626301000120,"Πήσσαι,αι",157,,,
4626301000121,"Πλαγιά,η",12,,,
4626301000122,"Ροντακάδο,το",2,,,
4626301000123,"Σπαθί,το",9,,,
4626301000124,"Σταυρουδάκι,το",22,,,
4626301000125,"Χαβουνά,τα",47,,,
46263010002,Τοπική Κοινότητα Κορησσίας,1049,False,1.0,40.93
4626301000201,"Κορησσία,η",711,,,
4626301000202,"Βουρκάριον,το",121,,,
4626301000203,"Κάλαμος,ο",6,,,
4626301000204,"Κουκουβαγιά,η",32,,,
4626301000205,"Μακρόνησος,η (νησίς)",9,,,
4626301000206,"Μαράδες,οι",8,,,
4626301000207,"Μαύρο,το",35,,,
4626301000208,"Μελισσάκι,το",0,,,
4626301000209,"Μυλοπόταμος,ο",28,,,
4626301000210,"Ξύλα,τα",1,,,
4626301000211,"Οτζιάς,ο",87,,,
4626301000212,"Φωτημάριον,το",11,,,
4626302,ΔΗΜΟΣ ΚΥΘΝΟΥ,1456,,1.0,99.918
46263020001,Τοπική Κοινότητα Κύθνου,669,False,0.0,49.101
4626302000101,"Κύθνος,η",561,,,
4626302000102,"Αγία Ειρήνη,η",8,,,
4626302000103,"Άγιος Στέφανος,ο",8,,,
4626302000104,"Απόκριση,η",11,,,
4626302000105,"Λουτρά,τα",81,,,
46263020002,Τοπική Κοινότητα Δρυοπίδος,787,False,1.0,50.817
4626302000201,"Δρυοπίς,η",325,,,
4626302000202,"Άγιος Δημήτριος,ο",33,,,
4626302000203,"Άοσα,η",4,,,
4626302000204,"Γαντρομάντρα,η",0,,,
4626302000205,"Επισκοπή,η",8,,,
4626302000206,"Καλό Λιβάδι,το",0,,,
4626302000207,"Κανάλα,η",24,,,
4626302000208,"Λεύκες,οι",2,,,
4626302000209,"Λιοτρίβι,το",0,,,
4626302000210,"Μέριχας,ο",369,,,
4626302000211,"Πιπέρι,το (νησίς)",0,,,
4626302000212,"Σκύλος,ο",6,,,
4626302000213,"Φλαμπούρια,τα",16,,,
46264,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΩ,34396,,,337.94
4626401,ΔΗΜΟΣ ΚΩ,33388,,,288.128
462640101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΩ,19432,,0.0,66.552
46264010101,Δημοτική Κοινότητα Κω,19432,True,0.0,66.552
4626401010101,"Κως,η",19432,,,
462640102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΔΙΚΑΙΟΥ,7130,,0.0,62.612
46264010201,Δημοτική Κοινότητα Ασφενδιού,4094,True,1.0,34.505
4626401020101,"Ζηπάριον,το",3227,,,
4626401020102,"Άγιος Δημήτριος,ο",8,,,
4626401020103,"Ασφενδιού,το",87,,,
4626401020104,"Λαγούδι - Ζια,το",151,,,
4626401020105,"Λινοπότης,ο",258,,,
4626401020106,"Τιγκάκιον,το",363,,,
46264010202,Δημοτική Κοινότητα Πυλίου,3036,True,0.0,28.107
4626401020201,"Πυλίον,το",2469,,,
4626401020202,"Μαρμάρι,το",567,,,
462640103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΔΩΝ,6826,,0.0,158.964
46264010301,Δημοτική Κοινότητα Αντιμαχείας,2538,False,0.0,53.197
4626401030101,"Αντιμάχεια,η",2068,,,
4626401030102,"Μαστιχάριον,το",470,,,
46264010302,Δημοτική Κοινότητα Καρδαμαίνης,1650,False,0.0,34.506
4626401030201,"Καρδάμαινα,η",1650,,,
46264010303,Δημοτική Κοινότητα Κεφάλου,2638,True,0.0,71.261
4626401030301,"Κέφαλος,η",2156,,,
4626401030302,"Καμάριον,το",154,,,
4626401030303,"Κάμπος,ο",228,,,
4626401030304,"Όνια,η",100,,,
4626402,ΔΗΜΟΣ ΝΙΣΥΡΟΥ,1008,,1.0,49.812
46264020001,Τοπική Κοινότητα Μανδρακίου,681,False,1.0,25.608
4626402000101,"Μανδράκιον,το",660,,,
4626402000102,"Γυαλί,το (νησίς)",21,,,
4626402000103,"Κανδελιούσσα,η (νησίς,φάρος)",0,,,
4626402000104,"Λουτρά,τα",0,,,
46264020002,Τοπική Κοινότητα Εμπορειού,266,False,1.0,12.972
4626402000201,"Εμπορειός,ο",27,,,
4626402000202,"Άγιος Αντώνιος,ο (νησίς)",0,,,
4626402000203,"Πάλοι,οι",239,,,
4626402000204,"Στρογγύλη,η (νησίς)",0,,,
46264020003,Τοπική Κοινότητα Νικιών,61,False,1.0,11.232
4626402000301,"Νικιά,τα",61,,,
4626402000302,"Αυλάκιον,το",0,,,
4626402000303,"Παχειά,τα (νησίς)",0,,,
4626402000304,"Περγούσσα,η (νησίς)",0,,,
46265,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΗΛΟΥ,9932,,,377.944
4626501,ΔΗΜΟΣ ΜΗΛΟΥ,4977,,0.0,167.631
46265010001,Τοπική Κοινότητα Μήλου,819,False,1.0,93.481
4626501000101,"Μήλος,η",749,,,
4626501000102,"Ακράθιον,το (νησίς)",0,,,
4626501000103,"Αντίμηλος,η (νησίς)",0,,,
4626501000104,"Αρετή,η",0,,,
4626501000105,"Ανάνες,οι (νησίς)",0,,,
4626501000106,"Εμπουρειός,ο",16,,,
4626501000107,"Κήπος,ο",6,,,
4626501000108,"Ξυλοκερατιά,η",0,,,
4626501000109,"Παξιμάδι,το (νησίς)",0,,,
4626501000110,"Προβατάς,ο",27,,,
4626501000111,"Ραλάκιον Χάλακος,το",0,,,
4626501000112,"Φουρκοβούνι,το",0,,,
4626501000113,"Φυροπόταμος,ο",4,,,
4626501000114,"Ψαθάδικα,τα",17,,,
46265010002,Δημοτική Κοινότητα Αδάμαντος,1347,False,0.0,3.97
4626501000201,"Αδάμας,ο",1347,,,
46265010003,Τοπική Κοινότητα Πέραν Τριοβασάλου,698,False,0.0,14.381
4626501000301,"Πέραν Τριοβασάλος,ο",649,,,
4626501000302,"Κατσαρώνας,ο",33,,,
4626501000303,"Κόμια,τα",16,,,
46265010004,Δημοτική Κοινότητα Τριοβασάλου,1240,False,0.0,19.353
4626501000401,"Τριοβασάλος,ο",838,,,
4626501000402,"Άγιοι Ανάργυροι,οι",4,,,
4626501000403,"Άγιος Γεράσιμος,ο",3,,,
4626501000404,"Απολλώνια,τα",272,,,
4626501000405,"Βούδια,τα",12,,,
4626501000406,"Γλαρονήσια,τα (νησίς)",0,,,
4626501000407,"Καμίνια,τα",49,,,
4626501000408,"Μανδράκια,τα",2,,,
4626501000409,"Μύτικας,ο",25,,,
4626501000410,"Πάχαινα,η",32,,,
4626501000411,"Πηλονήσιο,το (νησίς)",0,,,
4626501000412,"Φυλακωπή,η",3,,,
46265010005,Τοπική Κοινότητα Τρυπητής,873,False,0.0,36.446
4626501000501,"Τρυπητή,η",540,,,
4626501000502,"Αγία Κυριακή,η",31,,,
4626501000503,"Ζεφυρία,η",176,,,
4626501000504,"Κάναβα,η",86,,,
4626501000505,"Κλήμα,το",13,,,
4626501000506,"Παλιοχώρι,το",25,,,
4626501000507,"Σχινωπή,η",2,,,
4626502,ΔΗΜΟΣ ΚΙΜΩΛΟΥ,910,False,0.0,55.818
4626502000001,"Κίμωλος,η",837,,,
4626502000002,"Άγιος Γεώργιος,ο (νησίς)",0,,,
4626502000003,"Άγιος Ευστάθιος,ο (νησίς)",0,,,
4626502000004,"Άγιος Νικόλαος,ο",2,,,
4626502000005,"Αλυκή,η",17,,,
4626502000006,"Γούπα - Καρά,η",14,,,
4626502000007,"Καλαμίτσι,το",6,,,
4626502000008,"Πολύαιγος,η (νησίς)",2,,,
4626502000009,"Πρασονήσι,το (νησίς)",0,,,
4626502000010,"Πράσσα,τα",13,,,
4626502000011,"Ψάθη,η",19,,,
4626503,ΔΗΜΟΣ ΣΕΡΙΦΟΥ,1420,False,1.0,76.168
4626503000001,"Σέριφος,η",364,,,
4626503000002,"Αβυσσαλός,ο",18,,,
4626503000003,"Άγιος Ιωάννης,ο",21,,,
4626503000004,"Βους,ο (νησίς)",0,,,
4626503000005,"Γαλανή,η",59,,,
4626503000006,"Γάνεμα,το",21,,,
4626503000007,"Γλαρονήσιο,το (νησίς)",0,,,
4626503000008,"Κένταρχος,ο",58,,,
4626503000009,"Κουταλάς,ο",23,,,
4626503000010,"Λιβάδιον,το",605,,,
4626503000011,"Μεγάλον Λιβάδιον,το",31,,,
4626503000012,"Μεγάλον Χωρίον,το",12,,,
4626503000013,"Μονή Ευαγγελιστρίας,η",2,,,
4626503000014,"Μονή Ταξιαρχών,η",1,,,
4626503000015,"Παναγία,η",70,,,
4626503000016,"Πλατύ Γιαλός,ο",29,,,
4626503000017,"Ράμος,ο",80,,,
4626503000018,"Σεριφοπούλα,η (νησίς)",0,,,
4626503000019,"Συκαμιά,η",26,,,
4626504,ΔΗΜΟΣ ΣΙΦΝΟΥ,2625,,1.0,78.327
46265040001,Δημοτική Κοινότητα Απολλωνίας,1691,False,1.0,51.012
4626504000101,"Απολλωνία,η",869,,,
4626504000102,"Βαθύ,το",40,,,
4626504000103,"Καμάραι,αι",245,,,
4626504000104,"Κάστρον,το",118,,,
4626504000105,"Κάτω Πετάλιον,το",109,,,
4626504000106,"Κιτριανή,η (νησίς)",0,,,
4626504000107,"Πλατύς Γιαλός,ο",199,,,
4626504000108,"Φάρος,ο",105,,,
4626504000109,"Χρυσοπηγή,η",6,,,
46265040002,Τοπική Κοινότητα Αρτεμώνος,934,False,1.0,27.315
4626504000201,"Αρτεμών,ο",800,,,
4626504000202,"Αγία Μαρίνα,η",70,,,
4626504000203,"Τρουλάκι,το",27,,,
4626504000204,"Χερρόνησος,η",37,,,
46266,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΥΚΟΝΟΥ,10134,,,105.793
4626601,ΔΗΜΟΣ ΜΥΚΟΝΟΥ,10134,,0.0,105.793
46266010001,Δημοτική Κοινότητα Μυκονίων,8397,True,0.0,64.168
4626601000101,"Μύκονος,η",3783,,,
4626601000102,"Άγιος Ιωάννης Διακόφτης,ο",259,,,
4626601000103,"Άγιος Στέφανος,ο",178,,,
4626601000104,"Δήλος,η (νησίς)",24,,,
4626601000105,"Κάβουρας,ο (νησίς)",0,,,
4626601000106,"Κλουβάς,ο",953,,,
4626601000107,"Κρομμύδι,το (νησίς)",0,,,
4626601000108,"Μαρμαρονήσιο,το (νησίς)",0,,,
4626601000109,"Μπάος,ο (επί της νήσου Αγίου Γεωργίου)",0,,,
4626601000110,"Ορνός,ο",1025,,,
4626601000111,"Πλατύς Γιαλός,ο",833,,,
4626601000112,"Πλιντρί,το",544,,,
4626601000113,"Ρήνεια,η (νησίς)",0,,,
4626601000114,"Σφοντήλι,το (νησίς)",0,,,
4626601000115,"Τούρλος,ο",669,,,
4626601000116,"Φάρος Αρμενιστής,ο",109,,,
4626601000117,"Ψαρρού,η",20,,,
46266010002,Δημοτική Κοινότητα Άνω Μεράς,1737,False,0.0,41.625
4626601000201,"Άνω Μερά,η",1459,,,
4626601000202,"Καλαφάτη,η",278,,,
4626601000203,"Κταπόδια,τα (νησίς)",0,,,
4626601000204,"Τραγονήσιο,το (νησίς)",0,,,
